"Step","MIFL - test_acc2","MIFL - test_acc2__MIN","MIFL - test_acc2__MAX","Missing-modal FedAvg - test_acc2","Missing-modal FedAvg - test_acc2__MIN","Missing-modal FedAvg - test_acc2__MAX","FedMSplit - test_acc2","FedMSplit - test_acc2__MIN","FedMSplit - test_acc2__MAX","FedAvg - test_acc2","FedAvg - test_acc2__MIN","FedAvg - test_acc2__MAX"
"106","0.73","0.73","0.73","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.656","0.656","0.656","0.286","0.286","0.286"
"107","0.75","0.75","0.75","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.608","0.608","0.608","0.352","0.352","0.352"
"108","0.748","0.748","0.748","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.66","0.66","0.66","0.316","0.316","0.316"
"109","0.772","0.772","0.772","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.606","0.606","0.606","0.316","0.316","0.316"
"110","0.754","0.754","0.754","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.624","0.624","0.624","0.316","0.316","0.316"
"111","0.746","0.746","0.746","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.618","0.618","0.618","0.31","0.31","0.31"
"112","0.754","0.754","0.754","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.614","0.614","0.614","0.31","0.31","0.31"
"113","0.748","0.748","0.748","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.624","0.624","0.624","0.312","0.312","0.312"
"114","0.762","0.762","0.762","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.652","0.652","0.652","0.322","0.322","0.322"
"115","0.766","0.766","0.766","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.646","0.646","0.646","0.354","0.354","0.354"
"116","0.742","0.742","0.742","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.632","0.632","0.632","0.316","0.316","0.316"
"117","0.746","0.746","0.746","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.62","0.62","0.62","0.318","0.318","0.318"
"118","0.748","0.748","0.748","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.626","0.626","0.626","0.318","0.318","0.318"
"119","0.734","0.734","0.734","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.634","0.634","0.634","0.32","0.32","0.32"
"120","0.738","0.738","0.738","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.604","0.604","0.604","0.326","0.326","0.326"
"121","0.75","0.75","0.75","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.626","0.626","0.626","0.302","0.302","0.302"
"122","0.746","0.746","0.746","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.608","0.608","0.608","0.31","0.31","0.31"
"123","0.764","0.764","0.764","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.632","0.632","0.632","0.314","0.314","0.314"
"124","0.748","0.748","0.748","0.755359394703657","0.755359394703657","0.755359394703657","0.638","0.638","0.638","0.332","0.332","0.332"
"125","0.74","0.74","0.74","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.628","0.628","0.628","0.32","0.32","0.32"
"126","0.77","0.77","0.77","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.63","0.63","0.63","0.33","0.33","0.33"
"127","0.776","0.776","0.776","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.638","0.638","0.638","0.328","0.328","0.328"
"128","0.76","0.76","0.76","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.61","0.61","0.61","0.338","0.338","0.338"
"129","0.74","0.74","0.74","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.63","0.63","0.63","0.31","0.31","0.31"
"130","0.76","0.76","0.76","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.614","0.614","0.614","0.318","0.318","0.318"
"131","0.744","0.744","0.744","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.624","0.624","0.624","0.32","0.32","0.32"
"132","0.734","0.734","0.734","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.638","0.638","0.638","0.312","0.312","0.312"
"133","0.732","0.732","0.732","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.632","0.632","0.632","0.328","0.328","0.328"
"134","0.736","0.736","0.736","0.78562421185372","0.78562421185372","0.78562421185372","0.634","0.634","0.634","0.306","0.306","0.306"
"135","0.756","0.756","0.756","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.626","0.626","0.626","0.304","0.304","0.304"
"136","0.77","0.77","0.77","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.642","0.642","0.642","0.308","0.308","0.308"
"137","0.732","0.732","0.732","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.638","0.638","0.638","0.316","0.316","0.316"
"138","0.76","0.76","0.76","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.634","0.634","0.634","0.314","0.314","0.314"
"139","0.748","0.748","0.748","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.624","0.624","0.624","0.298","0.298","0.298"
"140","0.75","0.75","0.75","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.61","0.61","0.61","0.332","0.332","0.332"
"141","0.77","0.77","0.77","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.622","0.622","0.622","0.318","0.318","0.318"
"142","0.774","0.774","0.774","0.7440100882723834","0.7440100882723834","0.7440100882723834","0.636","0.636","0.636","0.316","0.316","0.316"
"143","0.752","0.752","0.752","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.644","0.644","0.644","0.324","0.324","0.324"
"144","0.736","0.736","0.736","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.612","0.612","0.612","0.298","0.298","0.298"
"145","0.746","0.746","0.746","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.63","0.63","0.63","0.342","0.342","0.342"
"146","0.746","0.746","0.746","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.65","0.65","0.65","0.324","0.324","0.324"
"147","0.768","0.768","0.768","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.634","0.634","0.634","0.31","0.31","0.31"
"148","0.758","0.758","0.758","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.63","0.63","0.63","0.304","0.304","0.304"
"149","0.758","0.758","0.758","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.642","0.642","0.642","0.33","0.33","0.33"
"150","0.754","0.754","0.754","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.628","0.628","0.628","0.344","0.344","0.344"
"151","0.762","0.762","0.762","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.6","0.6","0.6","0.338","0.338","0.338"
"152","0.768","0.768","0.768","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.624","0.624","0.624","0.312","0.312","0.312"
"153","0.758","0.758","0.758","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.628","0.628","0.628","0.324","0.324","0.324"
"154","0.756","0.756","0.756","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.616","0.616","0.616","0.342","0.342","0.342"
"155","0.742","0.742","0.742","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.64","0.64","0.64","0.328","0.328","0.328"
"156","0.76","0.76","0.76","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.624","0.624","0.624","0.34","0.34","0.34"
"157","0.752","0.752","0.752","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.63","0.63","0.63","0.32","0.32","0.32"
"158","0.75","0.75","0.75","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.634","0.634","0.634","0.33","0.33","0.33"
"159","0.748","0.748","0.748","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.618","0.618","0.618","0.32","0.32","0.32"
"160","0.742","0.742","0.742","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.614","0.614","0.614","0.326","0.326","0.326"
"161","0.756","0.756","0.756","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.608","0.608","0.608","0.312","0.312","0.312"
"162","0.758","0.758","0.758","0.776796973518285","0.776796973518285","0.776796973518285","0.614","0.614","0.614","0.366","0.366","0.366"
"163","0.756","0.756","0.756","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.586","0.586","0.586","0.324","0.324","0.324"
"164","0.766","0.766","0.766","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.636","0.636","0.636","0.33","0.33","0.33"
"165","0.746","0.746","0.746","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.612","0.612","0.612","0.334","0.334","0.334"
"166","0.774","0.774","0.774","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.598","0.598","0.598","0.35","0.35","0.35"
"167","0.756","0.756","0.756","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.618","0.618","0.618","0.32","0.32","0.32"
"168","0.752","0.752","0.752","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.624","0.624","0.624","0.324","0.324","0.324"
"169","0.76","0.76","0.76","0.776796973518285","0.776796973518285","0.776796973518285","0.62","0.62","0.62","0.334","0.334","0.334"
"170","0.758","0.758","0.758","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.618","0.618","0.618","0.336","0.336","0.336"
"171","0.756","0.756","0.756","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.6","0.6","0.6","0.362","0.362","0.362"
"172","0.75","0.75","0.75","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.63","0.63","0.63","0.318","0.318","0.318"
"173","0.758","0.758","0.758","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.614","0.614","0.614","0.326","0.326","0.326"
"174","0.768","0.768","0.768","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.618","0.618","0.618","0.342","0.342","0.342"
"175","0.746","0.746","0.746","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.606","0.606","0.606","0.332","0.332","0.332"
"176","0.75","0.75","0.75","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.62","0.62","0.62","0.344","0.344","0.344"
"177","0.74","0.74","0.74","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.628","0.628","0.628","0.33","0.33","0.33"
"178","0.75","0.75","0.75","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.62","0.62","0.62","0.352","0.352","0.352"
"179","0.744","0.744","0.744","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.61","0.61","0.61","0.338","0.338","0.338"
"180","0.756","0.756","0.756","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.624","0.624","0.624","0.332","0.332","0.332"
"181","0.75","0.75","0.75","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.62","0.62","0.62","0.322","0.322","0.322"
"182","0.754","0.754","0.754","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.614","0.614","0.614","0.336","0.336","0.336"
"183","0.754","0.754","0.754","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.612","0.612","0.612","0.334","0.334","0.334"
"184","0.756","0.756","0.756","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.636","0.636","0.636","0.306","0.306","0.306"
"185","0.754","0.754","0.754","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.618","0.618","0.618","0.324","0.324","0.324"
"186","0.754","0.754","0.754","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.624","0.624","0.624","0.318","0.318","0.318"
"187","0.748","0.748","0.748","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.622","0.622","0.622","0.306","0.306","0.306"
"188","0.78","0.78","0.78","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.63","0.63","0.63","0.316","0.316","0.316"
"189","0.762","0.762","0.762","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.626","0.626","0.626","0.33","0.33","0.33"
"190","0.762","0.762","0.762","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.632","0.632","0.632","0.328","0.328","0.328"
"191","0.742","0.742","0.742","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.622","0.622","0.622","0.308","0.308","0.308"
"192","0.76","0.76","0.76","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.636","0.636","0.636","0.308","0.308","0.308"
"193","0.748","0.748","0.748","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.64","0.64","0.64","0.33","0.33","0.33"
"194","0.754","0.754","0.754","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.654","0.654","0.654","0.318","0.318","0.318"
"195","0.756","0.756","0.756","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.642","0.642","0.642","0.324","0.324","0.324"
"196","0.74","0.74","0.74","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.652","0.652","0.652","0.326","0.326","0.326"
"197","0.766","0.766","0.766","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.644","0.644","0.644","0.308","0.308","0.308"
"198","0.752","0.752","0.752","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.64","0.64","0.64","0.326","0.326","0.326"
"199","0.758","0.758","0.758","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.658","0.658","0.658","0.332","0.332","0.332"
"200","0.748","0.748","0.748","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.602","0.602","0.602","0.306","0.306","0.306"
"201","0.756","0.756","0.756","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.646","0.646","0.646","0.354","0.354","0.354"
"202","0.774","0.774","0.774","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.606","0.606","0.606","0.332","0.332","0.332"
