"Step","MIFL - test_acc3","MIFL - test_acc3__MIN","MIFL - test_acc3__MAX","Missing-modal FedAvg - test_acc3","Missing-modal FedAvg - test_acc3__MIN","Missing-modal FedAvg - test_acc3__MAX","FedMSplit - test_acc3","FedMSplit - test_acc3__MIN","FedMSplit - test_acc3__MAX","FedAvg - test_acc3","FedAvg - test_acc3__MIN","FedAvg - test_acc3__MAX"
"18","0.65","0.65","0.65","0.6897856242118537","0.6897856242118537","0.6897856242118537","0.594","0.594","0.594","0.418","0.418","0.418"
"19","0.686","0.686","0.686","0.725094577553594","0.725094577553594","0.725094577553594","0.624","0.624","0.624","0.4","0.4","0.4"
"20","0.484","0.484","0.484","0.7200504413619168","0.7200504413619168","0.7200504413619168","0.586","0.586","0.586","0.428","0.428","0.428"
"21","0.568","0.568","0.568","0.7162673392181589","0.7162673392181589","0.7162673392181589","0.598","0.598","0.598","0.48","0.48","0.48"
"22","0.66","0.66","0.66","0.7402269861286255","0.7402269861286255","0.7402269861286255","0.632","0.632","0.632","0.442","0.442","0.442"
"23","0.696","0.696","0.696","0.7238335435056746","0.7238335435056746","0.7238335435056746","0.644","0.644","0.644","0.45","0.45","0.45"
"24","0.706","0.706","0.706","0.7288776796973518","0.7288776796973518","0.7288776796973518","0.62","0.62","0.62","0.448","0.448","0.448"
"25","0.72","0.72","0.72","0.7137452711223203","0.7137452711223203","0.7137452711223203","0.61","0.61","0.61","0.444","0.444","0.444"
"26","0.7","0.7","0.7","0.7238335435056746","0.7238335435056746","0.7238335435056746","0.612","0.612","0.612","0.43","0.43","0.43"
"27","0.652","0.652","0.652","0.7389659520807061","0.7389659520807061","0.7389659520807061","0.642","0.642","0.642","0.43","0.43","0.43"
"28","0.68","0.68","0.68","0.7364438839848676","0.7364438839848676","0.7364438839848676","0.62","0.62","0.62","0.402","0.402","0.402"
"29","0.662","0.662","0.662","0.7326607818411097","0.7326607818411097","0.7326607818411097","0.622","0.622","0.622","0.444","0.444","0.444"
"30","0.712","0.712","0.712","0.7351828499369483","0.7351828499369483","0.7351828499369483","0.636","0.636","0.636","0.476","0.476","0.476"
"31","0.716","0.716","0.716","0.7351828499369483","0.7351828499369483","0.7351828499369483","0.634","0.634","0.634","0.476","0.476","0.476"
"32","0.708","0.708","0.708","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.63","0.63","0.63","0.454","0.454","0.454"
"33","0.658","0.658","0.658","0.7389659520807061","0.7389659520807061","0.7389659520807061","0.594","0.594","0.594","0.464","0.464","0.464"
"34","0.716","0.716","0.716","0.7326607818411097","0.7326607818411097","0.7326607818411097","0.626","0.626","0.626","0.446","0.446","0.446"
"35","0.72","0.72","0.72","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.628","0.628","0.628","0.446","0.446","0.446"
"36","0.734","0.734","0.734","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.636","0.636","0.636","0.448","0.448","0.448"
"37","0.708","0.708","0.708","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.654","0.654","0.654","0.434","0.434","0.434"
"38","0.742","0.742","0.742","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.66","0.66","0.66","0.438","0.438","0.438"
"39","0.724","0.724","0.724","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.624","0.624","0.624","0.436","0.436","0.436"
"40","0.704","0.704","0.704","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.656","0.656","0.656","0.474","0.474","0.474"
"41","0.718","0.718","0.718","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.618","0.618","0.618","0.474","0.474","0.474"
"42","0.716","0.716","0.716","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.662","0.662","0.662","0.488","0.488","0.488"
"43","0.714","0.714","0.714","0.7440100882723834","0.7440100882723834","0.7440100882723834","0.628","0.628","0.628","0.474","0.474","0.474"
"44","0.732","0.732","0.732","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.652","0.652","0.652","0.474","0.474","0.474"
"45","0.7","0.7","0.7","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.662","0.662","0.662","0.476","0.476","0.476"
"46","0.724","0.724","0.724","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.646","0.646","0.646","0.466","0.466","0.466"
"47","0.734","0.734","0.734","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.666","0.666","0.666","0.43","0.43","0.43"
"48","0.74","0.74","0.74","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.632","0.632","0.632","0.472","0.472","0.472"
"49","0.7","0.7","0.7","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.604","0.604","0.604","0.418","0.418","0.418"
"50","0.696","0.696","0.696","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.654","0.654","0.654","0.438","0.438","0.438"
"51","0.746","0.746","0.746","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.66","0.66","0.66","0.45","0.45","0.45"
"52","0.764","0.764","0.764","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.682","0.682","0.682","0.434","0.434","0.434"
"53","0.742","0.742","0.742","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.634","0.634","0.634","0.436","0.436","0.436"
"54","0.734","0.734","0.734","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.644","0.644","0.644","0.45","0.45","0.45"
"55","0.766","0.766","0.766","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.642","0.642","0.642","0.452","0.452","0.452"
"56","0.68","0.68","0.68","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.686","0.686","0.686","0.434","0.434","0.434"
"57","0.73","0.73","0.73","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.63","0.63","0.63","0.402","0.402","0.402"
"58","0.742","0.742","0.742","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.62","0.62","0.62","0.436","0.436","0.436"
"59","0.746","0.746","0.746","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.646","0.646","0.646","0.434","0.434","0.434"
"60","0.742","0.742","0.742","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.666","0.666","0.666","0.434","0.434","0.434"
"61","0.718","0.718","0.718","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.628","0.628","0.628","0.44","0.44","0.44"
"62","0.734","0.734","0.734","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.658","0.658","0.658","0.454","0.454","0.454"
"63","0.706","0.706","0.706","0.755359394703657","0.755359394703657","0.755359394703657","0.614","0.614","0.614","0.44","0.44","0.44"
"64","0.75","0.75","0.75","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.632","0.632","0.632","0.42","0.42","0.42"
"65","0.746","0.746","0.746","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.66","0.66","0.66","0.428","0.428","0.428"
"66","0.756","0.756","0.756","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.668","0.668","0.668","0.45","0.45","0.45"
"67","0.74","0.74","0.74","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.632","0.632","0.632","0.464","0.464","0.464"
"68","0.746","0.746","0.746","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.654","0.654","0.654","0.478","0.478","0.478"
"69","0.752","0.752","0.752","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.626","0.626","0.626","0.428","0.428","0.428"
"70","0.738","0.738","0.738","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.656","0.656","0.656","0.434","0.434","0.434"
"71","0.772","0.772","0.772","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.648","0.648","0.648","0.42","0.42","0.42"
"72","0.754","0.754","0.754","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.622","0.622","0.622","0.458","0.458","0.458"
"73","0.746","0.746","0.746","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.638","0.638","0.638","0.414","0.414","0.414"
"74","0.764","0.764","0.764","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.664","0.664","0.664","0.42","0.42","0.42"
"75","0.758","0.758","0.758","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.662","0.662","0.662","0.412","0.412","0.412"
"76","0.758","0.758","0.758","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.62","0.62","0.62","0.438","0.438","0.438"
"77","0.746","0.746","0.746","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.664","0.664","0.664","0.442","0.442","0.442"
"78","0.744","0.744","0.744","0.776796973518285","0.776796973518285","0.776796973518285","0.636","0.636","0.636","0.438","0.438","0.438"
"79","0.764","0.764","0.764","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.612","0.612","0.612","0.438","0.438","0.438"
"80","0.742","0.742","0.742","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.662","0.662","0.662","0.442","0.442","0.442"
"81","0.762","0.762","0.762","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.628","0.628","0.628","0.44","0.44","0.44"
"82","0.75","0.75","0.75","0.755359394703657","0.755359394703657","0.755359394703657","0.632","0.632","0.632","0.442","0.442","0.442"
"83","0.2","0.2","0.2","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.65","0.65","0.65","0.466","0.466","0.466"
"84","0.748","0.748","0.748","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.624","0.624","0.624","0.458","0.458","0.458"
"85","0.738","0.738","0.738","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.638","0.638","0.638","0.452","0.452","0.452"
"86","0.742","0.742","0.742","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.648","0.648","0.648","0.416","0.416","0.416"
"87","0.756","0.756","0.756","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.668","0.668","0.668","0.42","0.42","0.42"
"88","0.756","0.756","0.756","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.634","0.634","0.634","0.422","0.422","0.422"
"89","0.756","0.756","0.756","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.642","0.642","0.642","0.462","0.462","0.462"
"90","0.754","0.754","0.754","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.658","0.658","0.658","0.46","0.46","0.46"
"91","0.762","0.762","0.762","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.648","0.648","0.648","0.428","0.428","0.428"
"92","0.756","0.756","0.756","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.646","0.646","0.646","0.434","0.434","0.434"
"93","0.764","0.764","0.764","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.64","0.64","0.64","0.444","0.444","0.444"
"94","0.734","0.734","0.734","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.648","0.648","0.648","0.436","0.436","0.436"
"95","0.734","0.734","0.734","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.632","0.632","0.632","0.434","0.434","0.434"
"96","0.744","0.744","0.744","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.62","0.62","0.62","0.444","0.444","0.444"
"97","0.732","0.732","0.732","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.636","0.636","0.636","0.436","0.436","0.436"
"98","0.742","0.742","0.742","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.638","0.638","0.638","0.44","0.44","0.44"
"99","0.754","0.754","0.754","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.65","0.65","0.65","0.424","0.424","0.424"
"100","0.76","0.76","0.76","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.64","0.64","0.64","0.452","0.452","0.452"
"101","0.762","0.762","0.762","0.7906683480453972","0.7906683480453972","0.7906683480453972","0.654","0.654","0.654","0.442","0.442","0.442"
"102","0.74","0.74","0.74","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.67","0.67","0.67","0.448","0.448","0.448"
"103","0.76","0.76","0.76","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.658","0.658","0.658","0.434","0.434","0.434"
"104","0.76","0.76","0.76","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.68","0.68","0.68","0.416","0.416","0.416"
"105","0.73","0.73","0.73","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.64","0.64","0.64","0.418","0.418","0.418"
"106","0.708","0.708","0.708","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.638","0.638","0.638","0.43","0.43","0.43"
"107","0.75","0.75","0.75","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.634","0.634","0.634","0.428","0.428","0.428"
"108","0.76","0.76","0.76","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.644","0.644","0.644","0.444","0.444","0.444"
"109","0.758","0.758","0.758","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.632","0.632","0.632","0.434","0.434","0.434"
"110","0.766","0.766","0.766","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.646","0.646","0.646","0.43","0.43","0.43"
"111","0.762","0.762","0.762","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.652","0.652","0.652","0.438","0.438","0.438"
"112","0.766","0.766","0.766","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.638","0.638","0.638","0.462","0.462","0.462"
"113","0.772","0.772","0.772","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.644","0.644","0.644","0.434","0.434","0.434"
"114","0.76","0.76","0.76","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.638","0.638","0.638","0.424","0.424","0.424"
"115","0.788","0.788","0.788","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.63","0.63","0.63","0.452","0.452","0.452"
"116","0.768","0.768","0.768","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.666","0.666","0.666","0.434","0.434","0.434"
"117","0.764","0.764","0.764","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.644","0.644","0.644","0.44","0.44","0.44"
"118","0.744","0.744","0.744","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.634","0.634","0.634","0.436","0.436","0.436"
"119","0.754","0.754","0.754","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.666","0.666","0.666","0.438","0.438","0.438"
"120","0.774","0.774","0.774","0.7906683480453972","0.7906683480453972","0.7906683480453972","0.62","0.62","0.62","0.45","0.45","0.45"
"121","0.754","0.754","0.754","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.634","0.634","0.634","0.43","0.43","0.43"
"122","0.778","0.778","0.778","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.62","0.62","0.62","0.422","0.422","0.422"
"123","0.758","0.758","0.758","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.65","0.65","0.65","0.42","0.42","0.42"
"124","0.742","0.742","0.742","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.65","0.65","0.65","0.452","0.452","0.452"
"125","0.754","0.754","0.754","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.626","0.626","0.626","0.416","0.416","0.416"
"126","0.76","0.76","0.76","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.618","0.618","0.618","0.432","0.432","0.432"
"127","0.758","0.758","0.758","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.66","0.66","0.66","0.438","0.438","0.438"
"128","0.762","0.762","0.762","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.636","0.636","0.636","0.422","0.422","0.422"
"129","0.756","0.756","0.756","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.668","0.668","0.668","0.426","0.426","0.426"
"130","0.756","0.756","0.756","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.62","0.62","0.62","0.432","0.432","0.432"
"131","0.76","0.76","0.76","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.648","0.648","0.648","0.438","0.438","0.438"
"132","0.744","0.744","0.744","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.642","0.642","0.642","0.444","0.444","0.444"
"133","0.764","0.764","0.764","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.65","0.65","0.65","0.464","0.464","0.464"
"134","0.76","0.76","0.76","0.7868852459016393","0.7868852459016393","0.7868852459016393","0.656","0.656","0.656","0.418","0.418","0.418"
"135","0.76","0.76","0.76","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.62","0.62","0.62","0.432","0.432","0.432"
"136","0.772","0.772","0.772","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.67","0.67","0.67","0.438","0.438","0.438"
"137","0.77","0.77","0.77","0.7868852459016393","0.7868852459016393","0.7868852459016393","0.662","0.662","0.662","0.438","0.438","0.438"
"138","0.76","0.76","0.76","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.66","0.66","0.66","0.454","0.454","0.454"
"139","0.756","0.756","0.756","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.636","0.636","0.636","0.412","0.412","0.412"
"140","0.748","0.748","0.748","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.63","0.63","0.63","0.424","0.424","0.424"
"141","0.772","0.772","0.772","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.648","0.648","0.648","0.434","0.434","0.434"
"142","0.77","0.77","0.77","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.666","0.666","0.666","0.408","0.408","0.408"
"143","0.774","0.774","0.774","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.644","0.644","0.644","0.416","0.416","0.416"
"144","0.736","0.736","0.736","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.622","0.622","0.622","0.422","0.422","0.422"
"145","0.792","0.792","0.792","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.656","0.656","0.656","0.414","0.414","0.414"
"146","0.764","0.764","0.764","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.63","0.63","0.63","0.426","0.426","0.426"
"147","0.762","0.762","0.762","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.632","0.632","0.632","0.426","0.426","0.426"
"148","0.782","0.782","0.782","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.65","0.65","0.65","0.444","0.444","0.444"
"149","0.784","0.784","0.784","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.622","0.622","0.622","0.434","0.434","0.434"
"150","0.762","0.762","0.762","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.636","0.636","0.636","0.43","0.43","0.43"
"151","0.758","0.758","0.758","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.622","0.622","0.622","0.414","0.414","0.414"
"152","0.76","0.76","0.76","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.636","0.636","0.636","0.46","0.46","0.46"
"153","0.76","0.76","0.76","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.652","0.652","0.652","0.446","0.446","0.446"
"154","0.772","0.772","0.772","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.66","0.66","0.66","0.452","0.452","0.452"
"155","0.752","0.752","0.752","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.664","0.664","0.664","0.458","0.458","0.458"
"156","0.756","0.756","0.756","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.628","0.628","0.628","0.454","0.454","0.454"
"157","0.766","0.766","0.766","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.64","0.64","0.64","0.45","0.45","0.45"
"158","0.762","0.762","0.762","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.658","0.658","0.658","0.448","0.448","0.448"
"159","0.784","0.784","0.784","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.614","0.614","0.614","0.448","0.448","0.448"
"160","0.756","0.756","0.756","0.7957124842370744","0.7957124842370744","0.7957124842370744","0.598","0.598","0.598","0.444","0.444","0.444"
"161","0.742","0.742","0.742","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.628","0.628","0.628","0.434","0.434","0.434"
"162","0.766","0.766","0.766","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.616","0.616","0.616","0.43","0.43","0.43"
"163","0.74","0.74","0.74","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.642","0.642","0.642","0.42","0.42","0.42"
"164","0.748","0.748","0.748","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.636","0.636","0.636","0.43","0.43","0.43"
"165","0.758","0.758","0.758","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.64","0.64","0.64","0.434","0.434","0.434"
"166","0.774","0.774","0.774","0.755359394703657","0.755359394703657","0.755359394703657","0.64","0.64","0.64","0.48","0.48","0.48"
"167","0.752","0.752","0.752","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.636","0.636","0.636","0.438","0.438","0.438"
"168","0.766","0.766","0.766","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.622","0.622","0.622","0.46","0.46","0.46"
"169","0.748","0.748","0.748","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.624","0.624","0.624","0.422","0.422","0.422"
"170","0.75","0.75","0.75","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.644","0.644","0.644","0.434","0.434","0.434"
"171","0.758","0.758","0.758","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.628","0.628","0.628","0.48","0.48","0.48"
"172","0.742","0.742","0.742","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.65","0.65","0.65","0.46","0.46","0.46"
"173","0.774","0.774","0.774","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.664","0.664","0.664","0.456","0.456","0.456"
"174","0.764","0.764","0.764","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.628","0.628","0.628","0.434","0.434","0.434"
"175","0.746","0.746","0.746","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.656","0.656","0.656","0.45","0.45","0.45"
"176","0.764","0.764","0.764","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.642","0.642","0.642","0.462","0.462","0.462"
"177","0.754","0.754","0.754","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.64","0.64","0.64","0.438","0.438","0.438"
"178","0.752","0.752","0.752","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.674","0.674","0.674","0.456","0.456","0.456"
"179","0.742","0.742","0.742","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.624","0.624","0.624","0.452","0.452","0.452"
"180","0.75","0.75","0.75","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.62","0.62","0.62","0.422","0.422","0.422"
"181","0.758","0.758","0.758","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.644","0.644","0.644","0.442","0.442","0.442"
"182","0.748","0.748","0.748","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.632","0.632","0.632","0.438","0.438","0.438"
"183","0.744","0.744","0.744","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.628","0.628","0.628","0.44","0.44","0.44"
"184","0.754","0.754","0.754","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.66","0.66","0.66","0.436","0.436","0.436"
"185","0.748","0.748","0.748","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.644","0.644","0.644","0.436","0.436","0.436"
"186","0.75","0.75","0.75","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.634","0.634","0.634","0.442","0.442","0.442"
"187","0.762","0.762","0.762","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.646","0.646","0.646","0.452","0.452","0.452"
"188","0.764","0.764","0.764","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.658","0.658","0.658","0.442","0.442","0.442"
"189","0.754","0.754","0.754","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.634","0.634","0.634","0.408","0.408","0.408"
"190","0.766","0.766","0.766","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.646","0.646","0.646","0.42","0.42","0.42"
"191","0.766","0.766","0.766","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.646","0.646","0.646","0.418","0.418","0.418"
"192","0.744","0.744","0.744","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.656","0.656","0.656","0.454","0.454","0.454"
"193","0.752","0.752","0.752","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.646","0.646","0.646","0.42","0.42","0.42"
"194","0.762","0.762","0.762","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.662","0.662","0.662","0.416","0.416","0.416"
"195","0.742","0.742","0.742","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.65","0.65","0.65","0.426","0.426","0.426"
"196","0.75","0.75","0.75","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.65","0.65","0.65","0.418","0.418","0.418"
"197","0.754","0.754","0.754","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.656","0.656","0.656","0.444","0.444","0.444"
"198","0.768","0.768","0.768","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.66","0.66","0.66","0.454","0.454","0.454"
"199","0.76","0.76","0.76","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.652","0.652","0.652","0.452","0.452","0.452"
"200","0.768","0.768","0.768","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.644","0.644","0.644","0.444","0.444","0.444"
"201","0.746","0.746","0.746","0.776796973518285","0.776796973518285","0.776796973518285","0.672","0.672","0.672","0.458","0.458","0.458"
"202","0.786","0.786","0.786","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.638","0.638","0.638","0.466","0.466","0.466"
