"Step","MIFL - test_acc3","MIFL - test_acc3__MIN","MIFL - test_acc3__MAX","Missing-modal FedAvg - test_acc3","Missing-modal FedAvg - test_acc3__MIN","Missing-modal FedAvg - test_acc3__MAX","FedMSplit - test_acc3","FedMSplit - test_acc3__MIN","FedMSplit - test_acc3__MAX","FedAvg - test_acc3","FedAvg - test_acc3__MIN","FedAvg - test_acc3__MAX"
"203","0.766","0.766","0.766","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.65","0.65","0.65","0.468","0.468","0.468"
"204","0.77","0.77","0.77","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.626","0.626","0.626","0.456","0.456","0.456"
"205","0.762","0.762","0.762","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.652","0.652","0.652","0.434","0.434","0.434"
"206","0.752","0.752","0.752","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.646","0.646","0.646","0.464","0.464","0.464"
"207","0.756","0.756","0.756","0.776796973518285","0.776796973518285","0.776796973518285","0.674","0.674","0.674","0.438","0.438","0.438"
"208","0.762","0.762","0.762","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.658","0.658","0.658","0.454","0.454","0.454"
"209","0.758","0.758","0.758","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.68","0.68","0.68","0.472","0.472","0.472"
"210","0.764","0.764","0.764","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.652","0.652","0.652","0.442","0.442","0.442"
"211","0.778","0.778","0.778","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.666","0.666","0.666","0.446","0.446","0.446"
"212","0.754","0.754","0.754","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.654","0.654","0.654","0.47","0.47","0.47"
"213","0.77","0.77","0.77","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.644","0.644","0.644","0.462","0.462","0.462"
"214","0.764","0.764","0.764","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.636","0.636","0.636","0.47","0.47","0.47"
"215","0.758","0.758","0.758","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.674","0.674","0.674","0.46","0.46","0.46"
"216","0.756","0.756","0.756","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.666","0.666","0.666","0.474","0.474","0.474"
"217","0.76","0.76","0.76","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.656","0.656","0.656","0.458","0.458","0.458"
"218","0.748","0.748","0.748","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.644","0.644","0.644","0.456","0.456","0.456"
"219","0.754","0.754","0.754","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.654","0.654","0.654","0.472","0.472","0.472"
"220","0.756","0.756","0.756","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.654","0.654","0.654","0.456","0.456","0.456"
"221","0.738","0.738","0.738","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.65","0.65","0.65","0.454","0.454","0.454"
"222","0.768","0.768","0.768","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.632","0.632","0.632","0.434","0.434","0.434"
"223","0.762","0.762","0.762","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.662","0.662","0.662","0.468","0.468","0.468"
"224","0.766","0.766","0.766","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.642","0.642","0.642","0.454","0.454","0.454"
"225","0.746","0.746","0.746","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.65","0.65","0.65","0.464","0.464","0.464"
"226","0.722","0.722","0.722","0.776796973518285","0.776796973518285","0.776796973518285","0.666","0.666","0.666","0.448","0.448","0.448"
"227","0.756","0.756","0.756","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.638","0.638","0.638","0.434","0.434","0.434"
"228","0.746","0.746","0.746","0.7969735182849937","0.7969735182849937","0.7969735182849937","0.646","0.646","0.646","0.468","0.468","0.468"
"229","0.76","0.76","0.76","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.646","0.646","0.646","0.454","0.454","0.454"
"230","0.758","0.758","0.758","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.646","0.646","0.646","0.47","0.47","0.47"
"231","0.732","0.732","0.732","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.666","0.666","0.666","0.438","0.438","0.438"
"232","0.746","0.746","0.746","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.658","0.658","0.658","0.436","0.436","0.436"
"233","0.774","0.774","0.774","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.666","0.666","0.666","0.444","0.444","0.444"
"234","0.74","0.74","0.74","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.672","0.672","0.672","0.432","0.432","0.432"
"235","0.74","0.74","0.74","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.636","0.636","0.636","0.44","0.44","0.44"
"236","0.738","0.738","0.738","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.648","0.648","0.648","0.432","0.432","0.432"
"237","0.758","0.758","0.758","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.65","0.65","0.65","0.448","0.448","0.448"
"238","0.746","0.746","0.746","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.634","0.634","0.634","0.466","0.466","0.466"
"239","0.756","0.756","0.756","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.64","0.64","0.64","0.462","0.462","0.462"
"240","0.744","0.744","0.744","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.646","0.646","0.646","0.462","0.462","0.462"
"241","0.754","0.754","0.754","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.636","0.636","0.636","0.438","0.438","0.438"
"242","0.772","0.772","0.772","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.63","0.63","0.63","0.436","0.436","0.436"
"243","0.75","0.75","0.75","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.664","0.664","0.664","0.444","0.444","0.444"
"244","0.748","0.748","0.748","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.656","0.656","0.656","0.44","0.44","0.44"
"245","0.754","0.754","0.754","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.658","0.658","0.658","0.45","0.45","0.45"
"246","0.748","0.748","0.748","0.776796973518285","0.776796973518285","0.776796973518285","0.662","0.662","0.662","0.438","0.438","0.438"
"247","0.754","0.754","0.754","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.656","0.656","0.656","0.45","0.45","0.45"
"248","0.76","0.76","0.76","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.638","0.638","0.638","0.452","0.452","0.452"
"249","0.764","0.764","0.764","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.662","0.662","0.662","0.462","0.462","0.462"
"250","0.748","0.748","0.748","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.634","0.634","0.634","0.424","0.424","0.424"
"251","0.738","0.738","0.738","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.656","0.656","0.656","0.478","0.478","0.478"
"252","0.774","0.774","0.774","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.656","0.656","0.656","0.482","0.482","0.482"
"253","0.776","0.776","0.776","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.612","0.612","0.612","0.454","0.454","0.454"
"254","0.756","0.756","0.756","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.644","0.644","0.644","0.468","0.468","0.468"
"255","0.738","0.738","0.738","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.63","0.63","0.63","0.454","0.454","0.454"
"256","0.744","0.744","0.744","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.658","0.658","0.658","0.452","0.452","0.452"
"257","0.752","0.752","0.752","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.646","0.646","0.646","0.444","0.444","0.444"
"258","0.756","0.756","0.756","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.664","0.664","0.664","0.46","0.46","0.46"
"259","0.736","0.736","0.736","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.664","0.664","0.664","0.448","0.448","0.448"
"260","0.766","0.766","0.766","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.652","0.652","0.652","0.464","0.464","0.464"
"261","0.74","0.74","0.74","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.668","0.668","0.668","0.458","0.458","0.458"
"262","0.742","0.742","0.742","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.642","0.642","0.642","0.44","0.44","0.44"
"263","0.744","0.744","0.744","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.656","0.656","0.656","0.444","0.444","0.444"
"264","0.762","0.762","0.762","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.654","0.654","0.654","0.444","0.444","0.444"
"265","0.756","0.756","0.756","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.678","0.678","0.678","0.476","0.476","0.476"
"266","0.744","0.744","0.744","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.648","0.648","0.648","0.46","0.46","0.46"
"267","0.734","0.734","0.734","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.65","0.65","0.65","0.476","0.476","0.476"
"268","0.736","0.736","0.736","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.676","0.676","0.676","0.446","0.446","0.446"
"269","0.754","0.754","0.754","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.656","0.656","0.656","0.474","0.474","0.474"
"270","0.754","0.754","0.754","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.648","0.648","0.648","0.444","0.444","0.444"
"271","0.762","0.762","0.762","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.654","0.654","0.654","0.454","0.454","0.454"
"272","0.748","0.748","0.748","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.648","0.648","0.648","0.444","0.444","0.444"
"273","0.75","0.75","0.75","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.632","0.632","0.632","0.436","0.436","0.436"
"274","0.726","0.726","0.726","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.644","0.644","0.644","0.466","0.466","0.466"
"275","0.738","0.738","0.738","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.642","0.642","0.642","0.47","0.47","0.47"
"276","0.744","0.744","0.744","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.676","0.676","0.676","0.444","0.444","0.444"
"277","0.76","0.76","0.76","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.642","0.642","0.642","0.456","0.456","0.456"
"278","0.744","0.744","0.744","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.67","0.67","0.67","0.426","0.426","0.426"
"279","0.756","0.756","0.756","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.656","0.656","0.656","0.446","0.446","0.446"
"280","0.772","0.772","0.772","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.642","0.642","0.642","0.44","0.44","0.44"
"281","0.744","0.744","0.744","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.654","0.654","0.654","0.472","0.472","0.472"
"282","0.758","0.758","0.758","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.666","0.666","0.666","0.444","0.444","0.444"
"283","0.752","0.752","0.752","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.638","0.638","0.638","0.452","0.452","0.452"
"284","0.74","0.74","0.74","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.658","0.658","0.658","0.462","0.462","0.462"
"285","0.738","0.738","0.738","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.668","0.668","0.668","0.456","0.456","0.456"
"286","0.764","0.764","0.764","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.648","0.648","0.648","0.428","0.428","0.428"
"287","0.738","0.738","0.738","0.776796973518285","0.776796973518285","0.776796973518285","0.676","0.676","0.676","0.416","0.416","0.416"
"288","0.746","0.746","0.746","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.652","0.652","0.652","0.426","0.426","0.426"
"289","0.746","0.746","0.746","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.64","0.64","0.64","0.424","0.424","0.424"
"290","0.76","0.76","0.76","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.638","0.638","0.638","0.444","0.444","0.444"
"291","0.748","0.748","0.748","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.62","0.62","0.62","0.448","0.448","0.448"
"292","0.758","0.758","0.758","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.634","0.634","0.634","0.448","0.448","0.448"
"293","0.742","0.742","0.742","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.66","0.66","0.66","0.45","0.45","0.45"
"294","0.734","0.734","0.734","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.642","0.642","0.642","0.452","0.452","0.452"
"295","0.742","0.742","0.742","0.755359394703657","0.755359394703657","0.755359394703657","0.648","0.648","0.648","0.476","0.476","0.476"
"296","0.74","0.74","0.74","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.626","0.626","0.626","0.46","0.46","0.46"
"297","0.734","0.734","0.734","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.652","0.652","0.652","0.456","0.456","0.456"
"298","0.742","0.742","0.742","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.648","0.648","0.648","0.476","0.476","0.476"
"299","0.762","0.762","0.762","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.634","0.634","0.634","0.482","0.482","0.482"
"300","0.74","0.74","0.74","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.668","0.668","0.668","0.434","0.434","0.434"
"301","0.752","0.752","0.752","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.658","0.658","0.658","0.448","0.448","0.448"
"302","0.754","0.754","0.754","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.644","0.644","0.644","0.458","0.458","0.458"
"303","0.744","0.744","0.744","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.634","0.634","0.634","0.444","0.444","0.444"
"304","0.754","0.754","0.754","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.644","0.644","0.644","0.47","0.47","0.47"
"305","0.758","0.758","0.758","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.646","0.646","0.646","0.49","0.49","0.49"
"306","0.758","0.758","0.758","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.63","0.63","0.63","0.484","0.484","0.484"
"307","0.756","0.756","0.756","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.668","0.668","0.668","0.488","0.488","0.488"
"308","0.754","0.754","0.754","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.654","0.654","0.654","0.476","0.476","0.476"
"309","0.734","0.734","0.734","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.642","0.642","0.642","0.462","0.462","0.462"
"310","0.742","0.742","0.742","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.622","0.622","0.622","0.432","0.432","0.432"
"311","0.754","0.754","0.754","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.648","0.648","0.648","0.47","0.47","0.47"
"312","0.74","0.74","0.74","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.61","0.61","0.61","0.456","0.456","0.456"
"313","0.768","0.768","0.768","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.656","0.656","0.656","0.468","0.468","0.468"
"314","0.748","0.748","0.748","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.646","0.646","0.646","0.448","0.448","0.448"
"315","0.762","0.762","0.762","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.652","0.652","0.652","0.464","0.464","0.464"
"316","0.744","0.744","0.744","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.672","0.672","0.672","0.434","0.434","0.434"
"317","0.73","0.73","0.73","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.62","0.62","0.62","0.466","0.466","0.466"
"318","0.762","0.762","0.762","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.66","0.66","0.66","0.476","0.476","0.476"
"319","0.74","0.74","0.74","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.65","0.65","0.65","0.458","0.458","0.458"
"320","0.74","0.74","0.74","0.755359394703657","0.755359394703657","0.755359394703657","0.636","0.636","0.636","0.452","0.452","0.452"
"321","0.756","0.756","0.756","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.672","0.672","0.672","0.428","0.428","0.428"
"322","0.758","0.758","0.758","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.656","0.656","0.656","0.436","0.436","0.436"
"323","0.764","0.764","0.764","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.672","0.672","0.672","0.434","0.434","0.434"
"324","0.744","0.744","0.744","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.652","0.652","0.652","0.448","0.448","0.448"
"325","0.742","0.742","0.742","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.63","0.63","0.63","0.426","0.426","0.426"
"326","0.73","0.73","0.73","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.638","0.638","0.638","0.452","0.452","0.452"
"327","0.756","0.756","0.756","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.634","0.634","0.634","0.454","0.454","0.454"
"328","0.772","0.772","0.772","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.668","0.668","0.668","0.448","0.448","0.448"
"329","0.76","0.76","0.76","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.656","0.656","0.656","0.446","0.446","0.446"
"330","0.748","0.748","0.748","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.644","0.644","0.644","0.46","0.46","0.46"
"331","0.76","0.76","0.76","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.664","0.664","0.664","0.444","0.444","0.444"
"332","0.78","0.78","0.78","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.652","0.652","0.652","0.444","0.444","0.444"
"333","0.742","0.742","0.742","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.654","0.654","0.654","0.432","0.432","0.432"
"334","0.772","0.772","0.772","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.638","0.638","0.638","0.442","0.442","0.442"
"335","0.74","0.74","0.74","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.656","0.656","0.656","0.45","0.45","0.45"
"336","0.752","0.752","0.752","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.676","0.676","0.676","0.434","0.434","0.434"
"337","0.758","0.758","0.758","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.686","0.686","0.686","0.444","0.444","0.444"
"338","0.74","0.74","0.74","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.684","0.684","0.684","0.452","0.452","0.452"
"339","0.752","0.752","0.752","0.755359394703657","0.755359394703657","0.755359394703657","0.638","0.638","0.638","0.434","0.434","0.434"
"340","0.748","0.748","0.748","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.672","0.672","0.672","0.45","0.45","0.45"
"341","0.746","0.746","0.746","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.648","0.648","0.648","0.474","0.474","0.474"
"342","0.774","0.774","0.774","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.66","0.66","0.66","0.46","0.46","0.46"
"343","0.772","0.772","0.772","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.644","0.644","0.644","0.448","0.448","0.448"
"344","0.748","0.748","0.748","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.646","0.646","0.646","0.46","0.46","0.46"
"345","0.744","0.744","0.744","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.668","0.668","0.668","0.446","0.446","0.446"
"346","0.742","0.742","0.742","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.664","0.664","0.664","0.432","0.432","0.432"
"347","0.764","0.764","0.764","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.646","0.646","0.646","0.42","0.42","0.42"
"348","0.768","0.768","0.768","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.652","0.652","0.652","0.434","0.434","0.434"
"349","0.74","0.74","0.74","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.652","0.652","0.652","0.442","0.442","0.442"
"350","0.752","0.752","0.752","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.672","0.672","0.672","0.46","0.46","0.46"
"351","0.74","0.74","0.74","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.642","0.642","0.642","0.448","0.448","0.448"
"352","0.75","0.75","0.75","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.648","0.648","0.648","0.448","0.448","0.448"
"353","0.756","0.756","0.756","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.668","0.668","0.668","0.43","0.43","0.43"
"354","0.748","0.748","0.748","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.648","0.648","0.648","0.46","0.46","0.46"
"355","0.754","0.754","0.754","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.658","0.658","0.658","0.454","0.454","0.454"
"356","0.766","0.766","0.766","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.646","0.646","0.646","0.446","0.446","0.446"
"357","0.77","0.77","0.77","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.666","0.666","0.666","0.468","0.468","0.468"
"358","0.732","0.732","0.732","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.642","0.642","0.642","0.45","0.45","0.45"
"359","0.762","0.762","0.762","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.662","0.662","0.662","0.478","0.478","0.478"
"360","0.728","0.728","0.728","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.65","0.65","0.65","0.48","0.48","0.48"
"361","0.786","0.786","0.786","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.664","0.664","0.664","0.478","0.478","0.478"
"362","0.738","0.738","0.738","0.776796973518285","0.776796973518285","0.776796973518285","0.664","0.664","0.664","0.472","0.472","0.472"
"363","0.75","0.75","0.75","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.648","0.648","0.648","0.442","0.442","0.442"
"364","0.758","0.758","0.758","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.666","0.666","0.666","0.472","0.472","0.472"
"365","0.754","0.754","0.754","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.668","0.668","0.668","0.466","0.466","0.466"
"366","0.748","0.748","0.748","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.678","0.678","0.678","0.474","0.474","0.474"
"367","0.754","0.754","0.754","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.658","0.658","0.658","0.464","0.464","0.464"
"368","0.752","0.752","0.752","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.668","0.668","0.668","0.466","0.466","0.466"
"369","0.754","0.754","0.754","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.69","0.69","0.69","0.48","0.48","0.48"
"370","0.752","0.752","0.752","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.666","0.666","0.666","0.462","0.462","0.462"
"371","0.774","0.774","0.774","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.676","0.676","0.676","0.46","0.46","0.46"
"372","0.748","0.748","0.748","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.634","0.634","0.634","0.454","0.454","0.454"
"373","0.752","0.752","0.752","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.658","0.658","0.658","0.432","0.432","0.432"
"374","0.774","0.774","0.774","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.648","0.648","0.648","0.452","0.452","0.452"
"375","0.75","0.75","0.75","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.658","0.658","0.658","0.444","0.444","0.444"
"376","0.768","0.768","0.768","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.634","0.634","0.634","0.438","0.438","0.438"
"377","0.746","0.746","0.746","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.666","0.666","0.666","0.456","0.456","0.456"
"378","0.774","0.774","0.774","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.654","0.654","0.654","0.444","0.444","0.444"
"379","0.764","0.764","0.764","0.776796973518285","0.776796973518285","0.776796973518285","0.648","0.648","0.648","0.48","0.48","0.48"
"380","0.746","0.746","0.746","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.656","0.656","0.656","0.466","0.466","0.466"
"381","0.752","0.752","0.752","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.686","0.686","0.686","0.488","0.488","0.488"
"382","0.758","0.758","0.758","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.656","0.656","0.656","0.46","0.46","0.46"
"383","0.748","0.748","0.748","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.672","0.672","0.672","0.494","0.494","0.494"
"384","0.758","0.758","0.758","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.664","0.664","0.664","0.474","0.474","0.474"
"385","0.768","0.768","0.768","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.666","0.666","0.666","0.462","0.462","0.462"
"386","0.752","0.752","0.752","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.654","0.654","0.654","0.46","0.46","0.46"
"387","0.764","0.764","0.764","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.646","0.646","0.646","0.48","0.48","0.48"
"388","0.764","0.764","0.764","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.638","0.638","0.638","0.464","0.464","0.464"
"389","0.744","0.744","0.744","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.668","0.668","0.668","0.492","0.492","0.492"
"390","0.75","0.75","0.75","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.642","0.642","0.642","0.464","0.464","0.464"
"391","0.744","0.744","0.744","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.658","0.658","0.658","0.436","0.436","0.436"
"392","0.75","0.75","0.75","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.662","0.662","0.662","0.472","0.472","0.472"
"393","0.756","0.756","0.756","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.688","0.688","0.688","0.474","0.474","0.474"
"394","0.764","0.764","0.764","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.66","0.66","0.66","0.478","0.478","0.478"
"395","0.754","0.754","0.754","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.644","0.644","0.644","0.47","0.47","0.47"
"396","0.742","0.742","0.742","0.755359394703657","0.755359394703657","0.755359394703657","0.638","0.638","0.638","0.484","0.484","0.484"
"397","0.752","0.752","0.752","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.654","0.654","0.654","0.468","0.468","0.468"
"398","0.748","0.748","0.748","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.662","0.662","0.662","0.478","0.478","0.478"
"399","0.758","0.758","0.758","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.646","0.646","0.646","0.44","0.44","0.44"
"400","0.742","0.742","0.742","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.63","0.63","0.63","0.478","0.478","0.478"
"401","0.742","0.742","0.742","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.668","0.668","0.668","0.466","0.466","0.466"
"402","0.756","0.756","0.756","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.672","0.672","0.672","0.47","0.47","0.47"
"403","0.75","0.75","0.75","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.664","0.664","0.664","0.474","0.474","0.474"
"404","0.774","0.774","0.774","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.658","0.658","0.658","0.48","0.48","0.48"
"405","0.746","0.746","0.746","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.634","0.634","0.634","0.474","0.474","0.474"
"406","0.756","0.756","0.756","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.672","0.672","0.672","0.462","0.462","0.462"
"407","0.768","0.768","0.768","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.686","0.686","0.686","0.464","0.464","0.464"
"408","0.752","0.752","0.752","0.776796973518285","0.776796973518285","0.776796973518285","0.648","0.648","0.648","0.468","0.468","0.468"
