"Step","MIFL - test_acc5","MIFL - test_acc5__MIN","MIFL - test_acc5__MAX","Missing-modal FedAvg - test_acc5","Missing-modal FedAvg - test_acc5__MIN","Missing-modal FedAvg - test_acc5__MAX","FedMSplit - test_acc5","FedMSplit - test_acc5__MIN","FedMSplit - test_acc5__MAX","FedAvg - test_acc5","FedAvg - test_acc5__MIN","FedAvg - test_acc5__MAX"
"194","0.782","0.782","0.782","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.726","0.726","0.726","0.746","0.746","0.746"
"195","0.78","0.78","0.78","0.776796973518285","0.776796973518285","0.776796973518285","0.72","0.72","0.72","0.716","0.716","0.716"
"196","0.792","0.792","0.792","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.728","0.728","0.728","0.73","0.73","0.73"
"197","0.762","0.762","0.762","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.736","0.736","0.736","0.728","0.728","0.728"
"198","0.768","0.768","0.768","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.724","0.724","0.724","0.736","0.736","0.736"
"199","0.772","0.772","0.772","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.728","0.728","0.728","0.738","0.738","0.738"
"200","0.766","0.766","0.766","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.726","0.726","0.726","0.744","0.744","0.744"
"201","0.762","0.762","0.762","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.722","0.722","0.722","0.744","0.744","0.744"
"202","0.778","0.778","0.778","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.73","0.73","0.73","0.742","0.742","0.742"
"203","0.8","0.8","0.8","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.726","0.726","0.726","0.746","0.746","0.746"
"204","0.77","0.77","0.77","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.718","0.718","0.718","0.718","0.718","0.718"
"205","0.784","0.784","0.784","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.726","0.726","0.726","0.696","0.696","0.696"
"206","0.786","0.786","0.786","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.724","0.724","0.724","0.732","0.732","0.732"
"207","0.774","0.774","0.774","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.72","0.72","0.72","0.734","0.734","0.734"
"208","0.782","0.782","0.782","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.722","0.722","0.722","0.738","0.738","0.738"
"209","0.764","0.764","0.764","0.78562421185372","0.78562421185372","0.78562421185372","0.744","0.744","0.744","0.732","0.732","0.732"
"210","0.772","0.772","0.772","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.716","0.716","0.716","0.738","0.738","0.738"
"211","0.774","0.774","0.774","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.724","0.724","0.724","0.718","0.718","0.718"
"212","0.75","0.75","0.75","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.71","0.71","0.71","0.734","0.734","0.734"
"213","0.78","0.78","0.78","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.714","0.714","0.714","0.738","0.738","0.738"
"214","0.772","0.772","0.772","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.72","0.72","0.72","0.72","0.72","0.72"
"215","0.768","0.768","0.768","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.728","0.728","0.728","0.72","0.72","0.72"
"216","0.762","0.762","0.762","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.738","0.738","0.738","0.748","0.748","0.748"
"217","0.774","0.774","0.774","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.718","0.718","0.718","0.716","0.716","0.716"
"218","0.766","0.766","0.766","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.74","0.74","0.74","0.728","0.728","0.728"
"219","0.762","0.762","0.762","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.718","0.718","0.718","0.744","0.744","0.744"
"220","0.76","0.76","0.76","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.714","0.714","0.714","0.722","0.722","0.722"
"221","0.768","0.768","0.768","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.716","0.716","0.716","0.728","0.728","0.728"
"222","0.774","0.774","0.774","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.728","0.728","0.728","0.724","0.724","0.724"
"223","0.774","0.774","0.774","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.714","0.714","0.714","0.732","0.732","0.732"
"224","0.776","0.776","0.776","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.728","0.728","0.728","0.74","0.74","0.74"
"225","0.78","0.78","0.78","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.728","0.728","0.728","0.732","0.732","0.732"
"226","0.78","0.78","0.78","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.724","0.724","0.724","0.744","0.744","0.744"
"227","0.778","0.778","0.778","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.734","0.734","0.734","0.738","0.738","0.738"
"228","0.782","0.782","0.782","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.728","0.728","0.728","0.722","0.722","0.722"
"229","0.756","0.756","0.756","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.728","0.728","0.728","0.712","0.712","0.712"
"230","0.77","0.77","0.77","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.728","0.728","0.728","0.734","0.734","0.734"
"231","0.762","0.762","0.762","0.755359394703657","0.755359394703657","0.755359394703657","0.732","0.732","0.732","0.724","0.724","0.724"
"232","0.76","0.76","0.76","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.71","0.71","0.71","0.708","0.708","0.708"
"233","0.776","0.776","0.776","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.704","0.704","0.704","0.744","0.744","0.744"
"234","0.788","0.788","0.788","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.726","0.726","0.726","0.742","0.742","0.742"
"235","0.762","0.762","0.762","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.73","0.73","0.73","0.742","0.742","0.742"
"236","0.764","0.764","0.764","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.73","0.73","0.73","0.73","0.73","0.73"
"237","0.766","0.766","0.766","0.776796973518285","0.776796973518285","0.776796973518285","0.718","0.718","0.718","0.732","0.732","0.732"
"238","0.772","0.772","0.772","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.736","0.736","0.736","0.744","0.744","0.744"
"239","0.774","0.774","0.774","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.716","0.716","0.716","0.744","0.744","0.744"
"240","0.772","0.772","0.772","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.732","0.732","0.732","0.744","0.744","0.744"
"241","0.764","0.764","0.764","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.734","0.734","0.734","0.746","0.746","0.746"
"242","0.778","0.778","0.778","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.744","0.744","0.744","0.738","0.738","0.738"
"243","0.782","0.782","0.782","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.726","0.726","0.726","0.712","0.712","0.712"
"244","0.784","0.784","0.784","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.724","0.724","0.724","0.746","0.746","0.746"
"245","0.772","0.772","0.772","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.74","0.74","0.74","0.742","0.742","0.742"
"246","0.764","0.764","0.764","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.706","0.706","0.706","0.746","0.746","0.746"
"247","0.77","0.77","0.77","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.728","0.728","0.728","0.754","0.754","0.754"
"248","0.768","0.768","0.768","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.722","0.722","0.722","0.738","0.738","0.738"
"249","0.77","0.77","0.77","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.736","0.736","0.736","0.722","0.722","0.722"
"250","0.766","0.766","0.766","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.7","0.7","0.7","0.724","0.724","0.724"
"251","0.76","0.76","0.76","0.776796973518285","0.776796973518285","0.776796973518285","0.73","0.73","0.73","0.718","0.718","0.718"
"252","0.764","0.764","0.764","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.72","0.72","0.72","0.75","0.75","0.75"
"253","0.764","0.764","0.764","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.726","0.726","0.726","0.742","0.742","0.742"
"254","0.776","0.776","0.776","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.736","0.736","0.736","0.714","0.714","0.714"
"255","0.764","0.764","0.764","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.72","0.72","0.72","0.736","0.736","0.736"
"256","0.77","0.77","0.77","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.722","0.722","0.722","0.724","0.724","0.724"
"257","0.762","0.762","0.762","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.72","0.72","0.72","0.704","0.704","0.704"
"258","0.764","0.764","0.764","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.73","0.73","0.73","0.738","0.738","0.738"
"259","0.74","0.74","0.74","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.754","0.754","0.754","0.726","0.726","0.726"
"260","0.77","0.77","0.77","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.738","0.738","0.738","0.72","0.72","0.72"
"261","0.776","0.776","0.776","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.724","0.724","0.724","0.732","0.732","0.732"
"262","0.768","0.768","0.768","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.746","0.746","0.746","0.746","0.746","0.746"
"263","0.772","0.772","0.772","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.742","0.742","0.742","0.738","0.738","0.738"
"264","0.758","0.758","0.758","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.738","0.738","0.738","0.744","0.744","0.744"
"265","0.778","0.778","0.778","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.706","0.706","0.706","0.732","0.732","0.732"
"266","0.752","0.752","0.752","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.714","0.714","0.714","0.738","0.738","0.738"
"267","0.748","0.748","0.748","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.724","0.724","0.724","0.722","0.722","0.722"
"268","0.768","0.768","0.768","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.71","0.71","0.71","0.742","0.742","0.742"
"269","0.776","0.776","0.776","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.728","0.728","0.728","0.722","0.722","0.722"
"270","0.762","0.762","0.762","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.72","0.72","0.72","0.73","0.73","0.73"
"271","0.768","0.768","0.768","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.73","0.73","0.73","0.722","0.722","0.722"
"272","0.764","0.764","0.764","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.732","0.732","0.732","0.734","0.734","0.734"
"273","0.768","0.768","0.768","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.732","0.732","0.732","0.746","0.746","0.746"
"274","0.766","0.766","0.766","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.74","0.74","0.74","0.736","0.736","0.736"
"275","0.762","0.762","0.762","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.698","0.698","0.698","0.724","0.724","0.724"
"276","0.788","0.788","0.788","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.708","0.708","0.708","0.736","0.736","0.736"
"277","0.77","0.77","0.77","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.742","0.742","0.742","0.702","0.702","0.702"
"278","0.776","0.776","0.776","0.776796973518285","0.776796973518285","0.776796973518285","0.734","0.734","0.734","0.72","0.72","0.72"
"279","0.764","0.764","0.764","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.712","0.712","0.712","0.73","0.73","0.73"
"280","0.778","0.778","0.778","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.718","0.718","0.718","0.718","0.718","0.718"
"281","0.768","0.768","0.768","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.724","0.724","0.724","0.748","0.748","0.748"
"282","0.768","0.768","0.768","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.726","0.726","0.726","0.724","0.724","0.724"
"283","0.766","0.766","0.766","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.72","0.72","0.72","0.722","0.722","0.722"
"284","0.774","0.774","0.774","0.755359394703657","0.755359394703657","0.755359394703657","0.712","0.712","0.712","0.766","0.766","0.766"
"285","0.764","0.764","0.764","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.72","0.72","0.72","0.72","0.72","0.72"
"286","0.766","0.766","0.766","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.728","0.728","0.728","0.746","0.746","0.746"
"287","0.762","0.762","0.762","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.73","0.73","0.73","0.732","0.732","0.732"
"288","0.764","0.764","0.764","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.746","0.746","0.746","0.728","0.728","0.728"
"289","0.766","0.766","0.766","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.72","0.72","0.72","0.698","0.698","0.698"
"290","0.744","0.744","0.744","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.714","0.714","0.714","0.726","0.726","0.726"
"291","0.772","0.772","0.772","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.744","0.744","0.744","0.724","0.724","0.724"
"292","0.754","0.754","0.754","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.716","0.716","0.716","0.744","0.744","0.744"
"293","0.78","0.78","0.78","0.776796973518285","0.776796973518285","0.776796973518285","0.716","0.716","0.716","0.724","0.724","0.724"
"294","0.77","0.77","0.77","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.742","0.742","0.742","0.728","0.728","0.728"
"295","0.766","0.766","0.766","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.71","0.71","0.71","0.74","0.74","0.74"
"296","0.756","0.756","0.756","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.722","0.722","0.722","0.714","0.714","0.714"
"297","0.746","0.746","0.746","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.722","0.722","0.722","0.736","0.736","0.736"
"298","0.772","0.772","0.772","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.742","0.742","0.742","0.738","0.738","0.738"
"299","0.744","0.744","0.744","0.755359394703657","0.755359394703657","0.755359394703657","0.736","0.736","0.736","0.746","0.746","0.746"
"300","0.754","0.754","0.754","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.752","0.752","0.752","0.732","0.732","0.732"
"301","0.772","0.772","0.772","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.748","0.748","0.748","0.734","0.734","0.734"
"302","0.764","0.764","0.764","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.732","0.732","0.732","0.744","0.744","0.744"
"303","0.764","0.764","0.764","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.718","0.718","0.718","0.738","0.738","0.738"
"304","0.744","0.744","0.744","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.728","0.728","0.728","0.762","0.762","0.762"
"305","0.776","0.776","0.776","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.736","0.736","0.736","0.712","0.712","0.712"
"306","0.772","0.772","0.772","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.742","0.742","0.742","0.748","0.748","0.748"
"307","0.778","0.778","0.778","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.708","0.708","0.708","0.752","0.752","0.752"
"308","0.764","0.764","0.764","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.728","0.728","0.728","0.762","0.762","0.762"
"309","0.762","0.762","0.762","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.724","0.724","0.724","0.734","0.734","0.734"
"310","0.774","0.774","0.774","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.746","0.746","0.746","0.732","0.732","0.732"
"311","0.748","0.748","0.748","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.736","0.736","0.736","0.728","0.728","0.728"
"312","0.756","0.756","0.756","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.74","0.74","0.74","0.71","0.71","0.71"
"313","0.756","0.756","0.756","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.746","0.746","0.746","0.724","0.724","0.724"
"314","0.774","0.774","0.774","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.73","0.73","0.73","0.726","0.726","0.726"
"315","0.77","0.77","0.77","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.718","0.718","0.718","0.734","0.734","0.734"
"316","0.758","0.758","0.758","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.744","0.744","0.744","0.736","0.736","0.736"
"317","0.786","0.786","0.786","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.726","0.726","0.726","0.712","0.712","0.712"
"318","0.762","0.762","0.762","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.728","0.728","0.728","0.714","0.714","0.714"
"319","0.744","0.744","0.744","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.75","0.75","0.75","0.748","0.748","0.748"
"320","0.752","0.752","0.752","0.78562421185372","0.78562421185372","0.78562421185372","0.732","0.732","0.732","0.73","0.73","0.73"
"321","0.764","0.764","0.764","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.72","0.72","0.72","0.722","0.722","0.722"
"322","0.77","0.77","0.77","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.756","0.756","0.756","0.734","0.734","0.734"
"323","0.774","0.774","0.774","0.755359394703657","0.755359394703657","0.755359394703657","0.724","0.724","0.724","0.738","0.738","0.738"
"324","0.758","0.758","0.758","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.732","0.732","0.732","0.746","0.746","0.746"
"325","0.758","0.758","0.758","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.73","0.73","0.73","0.71","0.71","0.71"
"326","0.762","0.762","0.762","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.726","0.726","0.726","0.714","0.714","0.714"
"327","0.768","0.768","0.768","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.73","0.73","0.73","0.72","0.72","0.72"
"328","0.766","0.766","0.766","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.722","0.722","0.722","0.71","0.71","0.71"
"329","0.772","0.772","0.772","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.742","0.742","0.742","0.71","0.71","0.71"
"330","0.784","0.784","0.784","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.724","0.724","0.724","0.724","0.724","0.724"
"331","0.744","0.744","0.744","0.755359394703657","0.755359394703657","0.755359394703657","0.722","0.722","0.722","0.744","0.744","0.744"
"332","0.772","0.772","0.772","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.728","0.728","0.728","0.742","0.742","0.742"
"333","0.772","0.772","0.772","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.74","0.74","0.74","0.738","0.738","0.738"
"334","0.772","0.772","0.772","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.738","0.738","0.738","0.742","0.742","0.742"
"335","0.798","0.798","0.798","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.718","0.718","0.718","0.736","0.736","0.736"
"336","0.768","0.768","0.768","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.754","0.754","0.754","0.75","0.75","0.75"
"337","0.756","0.756","0.756","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.72","0.72","0.72","0.74","0.74","0.74"
"338","0.754","0.754","0.754","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.726","0.726","0.726","0.736","0.736","0.736"
"339","0.768","0.768","0.768","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.722","0.722","0.722","0.744","0.744","0.744"
"340","0.772","0.772","0.772","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.728","0.728","0.728","0.752","0.752","0.752"
"341","0.778","0.778","0.778","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.734","0.734","0.734","0.73","0.73","0.73"
"342","0.77","0.77","0.77","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.712","0.712","0.712","0.724","0.724","0.724"
"343","0.766","0.766","0.766","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.718","0.718","0.718","0.718","0.718","0.718"
"344","0.76","0.76","0.76","0.776796973518285","0.776796973518285","0.776796973518285","0.724","0.724","0.724","0.728","0.728","0.728"
"345","0.768","0.768","0.768","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.726","0.726","0.726","0.734","0.734","0.734"
"346","0.784","0.784","0.784","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.722","0.722","0.722","0.742","0.742","0.742"
"347","0.752","0.752","0.752","0.776796973518285","0.776796973518285","0.776796973518285","0.728","0.728","0.728","0.734","0.734","0.734"
"348","0.758","0.758","0.758","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.738","0.738","0.738","0.742","0.742","0.742"
"349","0.756","0.756","0.756","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.718","0.718","0.718","0.74","0.74","0.74"
"350","0.766","0.766","0.766","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.742","0.742","0.742","0.746","0.746","0.746"
"351","0.76","0.76","0.76","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.74","0.74","0.74","0.722","0.722","0.722"
"352","0.742","0.742","0.742","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.714","0.714","0.714","0.712","0.712","0.712"
"353","0.768","0.768","0.768","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.728","0.728","0.728","0.738","0.738","0.738"
"354","0.766","0.766","0.766","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.742","0.742","0.742","0.726","0.726","0.726"
"355","0.782","0.782","0.782","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.736","0.736","0.736","0.76","0.76","0.76"
"356","0.77","0.77","0.77","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.744","0.744","0.744","0.724","0.724","0.724"
"357","0.784","0.784","0.784","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.726","0.726","0.726","0.734","0.734","0.734"
"358","0.762","0.762","0.762","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.732","0.732","0.732","0.73","0.73","0.73"
"359","0.764","0.764","0.764","0.776796973518285","0.776796973518285","0.776796973518285","0.74","0.74","0.74","0.718","0.718","0.718"
"360","0.77","0.77","0.77","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.706","0.706","0.706","0.752","0.752","0.752"
"361","0.766","0.766","0.766","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.724","0.724","0.724","0.746","0.746","0.746"
"362","0.758","0.758","0.758","0.78562421185372","0.78562421185372","0.78562421185372","0.716","0.716","0.716","0.726","0.726","0.726"
"363","0.774","0.774","0.774","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.746","0.746","0.746","0.736","0.736","0.736"
"364","0.764","0.764","0.764","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.716","0.716","0.716","0.752","0.752","0.752"
"365","0.772","0.772","0.772","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.732","0.732","0.732","0.724","0.724","0.724"
"366","0.764","0.764","0.764","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.712","0.712","0.712","0.714","0.714","0.714"
"367","0.77","0.77","0.77","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.728","0.728","0.728","0.708","0.708","0.708"
"368","0.782","0.782","0.782","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.72","0.72","0.72","0.716","0.716","0.716"
"369","0.788","0.788","0.788","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.722","0.722","0.722","0.742","0.742","0.742"
"370","0.754","0.754","0.754","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.728","0.728","0.728","0.732","0.732","0.732"
"371","0.774","0.774","0.774","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.732","0.732","0.732","0.74","0.74","0.74"
"372","0.772","0.772","0.772","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.72","0.72","0.72","0.738","0.738","0.738"
"373","0.74","0.74","0.74","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.734","0.734","0.734","0.732","0.732","0.732"
"374","0.766","0.766","0.766","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.726","0.726","0.726","0.726","0.726","0.726"
"375","0.77","0.77","0.77","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.742","0.742","0.742","0.71","0.71","0.71"
"376","0.77","0.77","0.77","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.72","0.72","0.72","0.744","0.744","0.744"
"377","0.75","0.75","0.75","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.708","0.708","0.708","0.746","0.746","0.746"
"378","0.768","0.768","0.768","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.732","0.732","0.732","0.73","0.73","0.73"
"379","0.766","0.766","0.766","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.722","0.722","0.722","0.738","0.738","0.738"
"380","0.766","0.766","0.766","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.708","0.708","0.708","0.736","0.736","0.736"
"381","0.758","0.758","0.758","0.776796973518285","0.776796973518285","0.776796973518285","0.734","0.734","0.734","0.76","0.76","0.76"
"382","0.746","0.746","0.746","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.736","0.736","0.736","0.708","0.708","0.708"
"383","0.75","0.75","0.75","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.724","0.724","0.724","0.738","0.738","0.738"
"384","0.76","0.76","0.76","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.732","0.732","0.732","0.73","0.73","0.73"
"385","0.778","0.778","0.778","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.736","0.736","0.736","0.722","0.722","0.722"
"386","0.76","0.76","0.76","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.712","0.712","0.712","0.73","0.73","0.73"
"387","0.764","0.764","0.764","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.736","0.736","0.736","0.74","0.74","0.74"
"388","0.77","0.77","0.77","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.726","0.726","0.726","0.76","0.76","0.76"
"389","0.754","0.754","0.754","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.71","0.71","0.71","0.752","0.752","0.752"
"390","0.762","0.762","0.762","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.716","0.716","0.716","0.726","0.726","0.726"
"391","0.766","0.766","0.766","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.722","0.722","0.722","0.754","0.754","0.754"
"392","0.77","0.77","0.77","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.718","0.718","0.718","0.716","0.716","0.716"
"393","0.77","0.77","0.77","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.722","0.722","0.722","0.738","0.738","0.738"
"394","0.76","0.76","0.76","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.714","0.714","0.714","0.744","0.744","0.744"
"395","0.768","0.768","0.768","0.755359394703657","0.755359394703657","0.755359394703657","0.726","0.726","0.726","0.748","0.748","0.748"
"396","0.754","0.754","0.754","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.742","0.742","0.742","0.752","0.752","0.752"
"397","0.744","0.744","0.744","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.73","0.73","0.73","0.746","0.746","0.746"
"398","0.772","0.772","0.772","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.732","0.732","0.732","0.746","0.746","0.746"
"399","0.764","0.764","0.764","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.744","0.744","0.744","0.706","0.706","0.706"
