"Step","MIFL - test_acc4","MIFL - test_acc4__MIN","MIFL - test_acc4__MAX","Missing-modal FedAvg - test_acc4","Missing-modal FedAvg - test_acc4__MIN","Missing-modal FedAvg - test_acc4__MAX","FedMSplit - test_acc4","FedMSplit - test_acc4__MIN","FedMSplit - test_acc4__MAX","FedAvg - test_acc4","FedAvg - test_acc4__MIN","FedAvg - test_acc4__MAX"
"51","0.7","0.7","0.7","0.7440100882723834","0.7440100882723834","0.7440100882723834","0.668","0.668","0.668","0.598","0.598","0.598"
"52","0.724","0.724","0.724","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.618","0.618","0.618","0.608","0.608","0.608"
"53","0.708","0.708","0.708","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.614","0.614","0.614","0.604","0.604","0.604"
"54","0.73","0.73","0.73","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.654","0.654","0.654","0.588","0.588","0.588"
"55","0.748","0.748","0.748","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.626","0.626","0.626","0.608","0.608","0.608"
"56","0.682","0.682","0.682","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.622","0.622","0.622","0.612","0.612","0.612"
"57","0.71","0.71","0.71","0.755359394703657","0.755359394703657","0.755359394703657","0.604","0.604","0.604","0.592","0.592","0.592"
"58","0.734","0.734","0.734","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.626","0.626","0.626","0.57","0.57","0.57"
"59","0.75","0.75","0.75","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.646","0.646","0.646","0.59","0.59","0.59"
"60","0.74","0.74","0.74","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.642","0.642","0.642","0.62","0.62","0.62"
"61","0.75","0.75","0.75","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.656","0.656","0.656","0.616","0.616","0.616"
"62","0.722","0.722","0.722","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.644","0.644","0.644","0.606","0.606","0.606"
"63","0.71","0.71","0.71","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.624","0.624","0.624","0.674","0.674","0.674"
"64","0.752","0.752","0.752","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.65","0.65","0.65","0.614","0.614","0.614"
"65","0.754","0.754","0.754","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.646","0.646","0.646","0.63","0.63","0.63"
"66","0.734","0.734","0.734","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.626","0.626","0.626","0.66","0.66","0.66"
"67","0.74","0.74","0.74","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.664","0.664","0.664","0.636","0.636","0.636"
"68","0.754","0.754","0.754","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.61","0.61","0.61","0.612","0.612","0.612"
"69","0.75","0.75","0.75","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.65","0.65","0.65","0.624","0.624","0.624"
"70","0.71","0.71","0.71","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.636","0.636","0.636","0.626","0.626","0.626"
"71","0.748","0.748","0.748","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.648","0.648","0.648","0.622","0.622","0.622"
"72","0.744","0.744","0.744","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.624","0.624","0.624","0.618","0.618","0.618"
"73","0.738","0.738","0.738","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.654","0.654","0.654","0.628","0.628","0.628"
"74","0.74","0.74","0.74","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.662","0.662","0.662","0.628","0.628","0.628"
"75","0.77","0.77","0.77","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.65","0.65","0.65","0.638","0.638","0.638"
"76","0.766","0.766","0.766","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.64","0.64","0.64","0.648","0.648","0.648"
"77","0.758","0.758","0.758","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.646","0.646","0.646","0.638","0.638","0.638"
"78","0.742","0.742","0.742","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.62","0.62","0.62","0.648","0.648","0.648"
"79","0.73","0.73","0.73","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.654","0.654","0.654","0.654","0.654","0.654"
"80","0.762","0.762","0.762","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.642","0.642","0.642","0.642","0.642","0.642"
"81","0.77","0.77","0.77","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.636","0.636","0.636","0.628","0.628","0.628"
"82","0.75","0.75","0.75","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.63","0.63","0.63","0.648","0.648","0.648"
"83","0.46","0.46","0.46","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.656","0.656","0.656","0.61","0.61","0.61"
"84","0.73","0.73","0.73","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.664","0.664","0.664","0.64","0.64","0.64"
"85","0.718","0.718","0.718","0.7868852459016393","0.7868852459016393","0.7868852459016393","0.666","0.666","0.666","0.634","0.634","0.634"
"86","0.748","0.748","0.748","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.63","0.63","0.63","0.64","0.64","0.64"
"87","0.762","0.762","0.762","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.632","0.632","0.632","0.624","0.624","0.624"
"88","0.73","0.73","0.73","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.62","0.62","0.62","0.642","0.642","0.642"
"89","0.738","0.738","0.738","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.642","0.642","0.642","0.65","0.65","0.65"
"90","0.76","0.76","0.76","0.776796973518285","0.776796973518285","0.776796973518285","0.64","0.64","0.64","0.658","0.658","0.658"
"91","0.772","0.772","0.772","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.62","0.62","0.62","0.672","0.672","0.672"
"92","0.756","0.756","0.756","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.656","0.656","0.656","0.644","0.644","0.644"
"93","0.74","0.74","0.74","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.646","0.646","0.646","0.63","0.63","0.63"
"94","0.756","0.756","0.756","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.646","0.646","0.646","0.646","0.646","0.646"
"95","0.744","0.744","0.744","0.776796973518285","0.776796973518285","0.776796973518285","0.636","0.636","0.636","0.62","0.62","0.62"
"96","0.752","0.752","0.752","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.658","0.658","0.658","0.636","0.636","0.636"
"97","0.742","0.742","0.742","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.64","0.64","0.64","0.68","0.68","0.68"
"98","0.742","0.742","0.742","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.642","0.642","0.642","0.654","0.654","0.654"
"99","0.766","0.766","0.766","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.634","0.634","0.634","0.626","0.626","0.626"
"100","0.744","0.744","0.744","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.67","0.67","0.67","0.654","0.654","0.654"
"101","0.758","0.758","0.758","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.636","0.636","0.636","0.654","0.654","0.654"
"102","0.75","0.75","0.75","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.644","0.644","0.644","0.648","0.648","0.648"
"103","0.75","0.75","0.75","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.66","0.66","0.66","0.646","0.646","0.646"
"104","0.744","0.744","0.744","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.644","0.644","0.644","0.63","0.63","0.63"
"105","0.752","0.752","0.752","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.662","0.662","0.662","0.658","0.658","0.658"
"106","0.722","0.722","0.722","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.646","0.646","0.646","0.638","0.638","0.638"
"107","0.746","0.746","0.746","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.644","0.644","0.644","0.652","0.652","0.652"
"108","0.742","0.742","0.742","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.658","0.658","0.658","0.67","0.67","0.67"
"109","0.758","0.758","0.758","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.646","0.646","0.646","0.626","0.626","0.626"
"110","0.758","0.758","0.758","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.646","0.646","0.646","0.654","0.654","0.654"
"111","0.744","0.744","0.744","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.672","0.672","0.672","0.652","0.652","0.652"
"112","0.75","0.75","0.75","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.646","0.646","0.646","0.63","0.63","0.63"
"113","0.734","0.734","0.734","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.628","0.628","0.628","0.644","0.644","0.644"
"114","0.752","0.752","0.752","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.644","0.644","0.644","0.648","0.648","0.648"
"115","0.76","0.76","0.76","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.652","0.652","0.652","0.648","0.648","0.648"
"116","0.696","0.696","0.696","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.656","0.656","0.656","0.652","0.652","0.652"
"117","0.72","0.72","0.72","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.65","0.65","0.65","0.662","0.662","0.662"
"118","0.726","0.726","0.726","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.664","0.664","0.664","0.654","0.654","0.654"
"119","0.742","0.742","0.742","0.7868852459016393","0.7868852459016393","0.7868852459016393","0.652","0.652","0.652","0.644","0.644","0.644"
"120","0.776","0.776","0.776","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.616","0.616","0.616","0.654","0.654","0.654"
"121","0.754","0.754","0.754","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.64","0.64","0.64","0.658","0.658","0.658"
"122","0.744","0.744","0.744","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.626","0.626","0.626","0.656","0.656","0.656"
"123","0.758","0.758","0.758","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.624","0.624","0.624","0.65","0.65","0.65"
"124","0.754","0.754","0.754","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.64","0.64","0.64","0.644","0.644","0.644"
"125","0.732","0.732","0.732","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.636","0.636","0.636","0.654","0.654","0.654"
"126","0.782","0.782","0.782","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.614","0.614","0.614","0.662","0.662","0.662"
"127","0.766","0.766","0.766","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.642","0.642","0.642","0.636","0.636","0.636"
"128","0.776","0.776","0.776","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.656","0.656","0.656","0.644","0.644","0.644"
"129","0.758","0.758","0.758","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.654","0.654","0.654","0.662","0.662","0.662"
"130","0.744","0.744","0.744","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.69","0.69","0.69","0.648","0.648","0.648"
"131","0.756","0.756","0.756","0.776796973518285","0.776796973518285","0.776796973518285","0.646","0.646","0.646","0.642","0.642","0.642"
"132","0.77","0.77","0.77","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.662","0.662","0.662","0.644","0.644","0.644"
"133","0.78","0.78","0.78","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.662","0.662","0.662","0.654","0.654","0.654"
"134","0.762","0.762","0.762","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.64","0.64","0.64","0.642","0.642","0.642"
"135","0.754","0.754","0.754","0.776796973518285","0.776796973518285","0.776796973518285","0.632","0.632","0.632","0.672","0.672","0.672"
"136","0.742","0.742","0.742","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.65","0.65","0.65","0.662","0.662","0.662"
"137","0.778","0.778","0.778","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.634","0.634","0.634","0.688","0.688","0.688"
"138","0.772","0.772","0.772","0.776796973518285","0.776796973518285","0.776796973518285","0.684","0.684","0.684","0.692","0.692","0.692"
"139","0.764","0.764","0.764","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.646","0.646","0.646","0.66","0.66","0.66"
"140","0.752","0.752","0.752","0.776796973518285","0.776796973518285","0.776796973518285","0.63","0.63","0.63","0.646","0.646","0.646"
"141","0.75","0.75","0.75","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.618","0.618","0.618","0.654","0.654","0.654"
"142","0.766","0.766","0.766","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.65","0.65","0.65","0.662","0.662","0.662"
"143","0.754","0.754","0.754","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.67","0.67","0.67","0.658","0.658","0.658"
"144","0.75","0.75","0.75","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.662","0.662","0.662","0.682","0.682","0.682"
"145","0.772","0.772","0.772","0.776796973518285","0.776796973518285","0.776796973518285","0.654","0.654","0.654","0.654","0.654","0.654"
"146","0.766","0.766","0.766","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.626","0.626","0.626","0.664","0.664","0.664"
"147","0.754","0.754","0.754","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.672","0.672","0.672","0.638","0.638","0.638"
"148","0.756","0.756","0.756","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.664","0.664","0.664","0.65","0.65","0.65"
"149","0.76","0.76","0.76","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.648","0.648","0.648","0.642","0.642","0.642"
"150","0.76","0.76","0.76","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.642","0.642","0.642","0.676","0.676","0.676"
"151","0.758","0.758","0.758","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.636","0.636","0.636","0.644","0.644","0.644"
"152","0.752","0.752","0.752","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.666","0.666","0.666","0.664","0.664","0.664"
"153","0.758","0.758","0.758","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.638","0.638","0.638","0.664","0.664","0.664"
"154","0.754","0.754","0.754","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.666","0.666","0.666","0.678","0.678","0.678"
"155","0.756","0.756","0.756","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.648","0.648","0.648","0.662","0.662","0.662"
"156","0.742","0.742","0.742","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.666","0.666","0.666","0.648","0.648","0.648"
"157","0.772","0.772","0.772","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.668","0.668","0.668","0.646","0.646","0.646"
"158","0.762","0.762","0.762","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.666","0.666","0.666","0.656","0.656","0.656"
"159","0.756","0.756","0.756","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.668","0.668","0.668","0.676","0.676","0.676"
"160","0.75","0.75","0.75","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.62","0.62","0.62","0.65","0.65","0.65"
"161","0.774","0.774","0.774","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.656","0.656","0.656","0.642","0.642","0.642"
"162","0.762","0.762","0.762","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.65","0.65","0.65","0.68","0.68","0.68"
"163","0.758","0.758","0.758","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.642","0.642","0.642","0.652","0.652","0.652"
"164","0.756","0.756","0.756","0.7868852459016393","0.7868852459016393","0.7868852459016393","0.646","0.646","0.646","0.646","0.646","0.646"
"165","0.752","0.752","0.752","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.648","0.648","0.648","0.646","0.646","0.646"
"166","0.766","0.766","0.766","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.642","0.642","0.642","0.66","0.66","0.66"
"167","0.772","0.772","0.772","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.672","0.672","0.672","0.648","0.648","0.648"
"168","0.74","0.74","0.74","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.662","0.662","0.662","0.65","0.65","0.65"
"169","0.752","0.752","0.752","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.646","0.646","0.646","0.652","0.652","0.652"
"170","0.746","0.746","0.746","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.666","0.666","0.666","0.65","0.65","0.65"
"171","0.76","0.76","0.76","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.658","0.658","0.658","0.648","0.648","0.648"
"172","0.766","0.766","0.766","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.674","0.674","0.674","0.656","0.656","0.656"
"173","0.764","0.764","0.764","0.78562421185372","0.78562421185372","0.78562421185372","0.64","0.64","0.64","0.658","0.658","0.658"
"174","0.756","0.756","0.756","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.614","0.614","0.614","0.664","0.664","0.664"
"175","0.758","0.758","0.758","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.674","0.674","0.674","0.652","0.652","0.652"
"176","0.764","0.764","0.764","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.664","0.664","0.664","0.668","0.668","0.668"
"177","0.748","0.748","0.748","0.7957124842370744","0.7957124842370744","0.7957124842370744","0.676","0.676","0.676","0.662","0.662","0.662"
"178","0.752","0.752","0.752","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.676","0.676","0.676","0.662","0.662","0.662"
"179","0.766","0.766","0.766","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.666","0.666","0.666","0.67","0.67","0.67"
"180","0.768","0.768","0.768","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.664","0.664","0.664","0.678","0.678","0.678"
"181","0.77","0.77","0.77","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.68","0.68","0.68","0.676","0.676","0.676"
"182","0.758","0.758","0.758","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.66","0.66","0.66","0.65","0.65","0.65"
"183","0.762","0.762","0.762","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.668","0.668","0.668","0.644","0.644","0.644"
"184","0.752","0.752","0.752","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.664","0.664","0.664","0.656","0.656","0.656"
"185","0.766","0.766","0.766","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.656","0.656","0.656","0.672","0.672","0.672"
"186","0.752","0.752","0.752","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.656","0.656","0.656","0.664","0.664","0.664"
"187","0.742","0.742","0.742","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.65","0.65","0.65","0.662","0.662","0.662"
"188","0.792","0.792","0.792","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.646","0.646","0.646","0.654","0.654","0.654"
"189","0.756","0.756","0.756","0.776796973518285","0.776796973518285","0.776796973518285","0.656","0.656","0.656","0.668","0.668","0.668"
"190","0.772","0.772","0.772","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.672","0.672","0.672","0.664","0.664","0.664"
"191","0.754","0.754","0.754","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.648","0.648","0.648","0.666","0.666","0.666"
"192","0.764","0.764","0.764","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.652","0.652","0.652","0.676","0.676","0.676"
"193","0.758","0.758","0.758","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.628","0.628","0.628","0.652","0.652","0.652"
"194","0.758","0.758","0.758","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.66","0.66","0.66","0.65","0.65","0.65"
"195","0.744","0.744","0.744","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.644","0.644","0.644","0.644","0.644","0.644"
"196","0.752","0.752","0.752","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.646","0.646","0.646","0.644","0.644","0.644"
"197","0.746","0.746","0.746","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.664","0.664","0.664","0.652","0.652","0.652"
"198","0.746","0.746","0.746","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.664","0.664","0.664","0.646","0.646","0.646"
"199","0.748","0.748","0.748","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.662","0.662","0.662","0.648","0.648","0.648"
"200","0.76","0.76","0.76","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.65","0.65","0.65","0.65","0.65","0.65"
"201","0.746","0.746","0.746","0.776796973518285","0.776796973518285","0.776796973518285","0.63","0.63","0.63","0.668","0.668","0.668"
"202","0.75","0.75","0.75","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.626","0.626","0.626","0.66","0.66","0.66"
