"Step","MIFL - test_acc6","MIFL - test_acc6__MIN","MIFL - test_acc6__MAX","Missing-modal FedAvg - test_acc6","Missing-modal FedAvg - test_acc6__MIN","Missing-modal FedAvg - test_acc6__MAX","FedMSplit - test_acc6","FedMSplit - test_acc6__MIN","FedMSplit - test_acc6__MAX","FedAvg - test_acc6","FedAvg - test_acc6__MIN","FedAvg - test_acc6__MAX"
"16","0.554","0.554","0.554","0.7099621689785625","0.7099621689785625","0.7099621689785625","0.604","0.604","0.604","0.452","0.452","0.452"
"17","0.624","0.624","0.624","0.6847414880201765","0.6847414880201765","0.6847414880201765","0.62","0.62","0.62","0.49","0.49","0.49"
"18","0.666","0.666","0.666","0.712484237074401","0.712484237074401","0.712484237074401","0.624","0.624","0.624","0.472","0.472","0.472"
"19","0.658","0.658","0.658","0.7162673392181589","0.7162673392181589","0.7162673392181589","0.608","0.608","0.608","0.494","0.494","0.494"
"20","0.65","0.65","0.65","0.7213114754098361","0.7213114754098361","0.7213114754098361","0.64","0.64","0.64","0.544","0.544","0.544"
"21","0.674","0.674","0.674","0.7150063051702396","0.7150063051702396","0.7150063051702396","0.644","0.644","0.644","0.52","0.52","0.52"
"22","0.678","0.678","0.678","0.733921815889029","0.733921815889029","0.733921815889029","0.622","0.622","0.622","0.524","0.524","0.524"
"23","0.694","0.694","0.694","0.7288776796973518","0.7288776796973518","0.7288776796973518","0.632","0.632","0.632","0.544","0.544","0.544"
"24","0.682","0.682","0.682","0.7200504413619168","0.7200504413619168","0.7200504413619168","0.636","0.636","0.636","0.51","0.51","0.51"
"25","0.714","0.714","0.714","0.7099621689785625","0.7099621689785625","0.7099621689785625","0.638","0.638","0.638","0.554","0.554","0.554"
"26","0.708","0.708","0.708","0.725094577553594","0.725094577553594","0.725094577553594","0.598","0.598","0.598","0.55","0.55","0.55"
"27","0.682","0.682","0.682","0.7288776796973518","0.7288776796973518","0.7288776796973518","0.658","0.658","0.658","0.568","0.568","0.568"
"28","0.726","0.726","0.726","0.7326607818411097","0.7326607818411097","0.7326607818411097","0.624","0.624","0.624","0.552","0.552","0.552"
"29","0.694","0.694","0.694","0.7301387137452712","0.7301387137452712","0.7301387137452712","0.664","0.664","0.664","0.586","0.586","0.586"
"30","0.716","0.716","0.716","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.656","0.656","0.656","0.572","0.572","0.572"
"31","0.708","0.708","0.708","0.7326607818411097","0.7326607818411097","0.7326607818411097","0.666","0.666","0.666","0.586","0.586","0.586"
"32","0.706","0.706","0.706","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.696","0.696","0.696","0.578","0.578","0.578"
"33","0.73","0.73","0.73","0.7377049180327869","0.7377049180327869","0.7377049180327869","0.684","0.684","0.684","0.572","0.572","0.572"
"34","0.714","0.714","0.714","0.7364438839848676","0.7364438839848676","0.7364438839848676","0.632","0.632","0.632","0.578","0.578","0.578"
"35","0.722","0.722","0.722","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.668","0.668","0.668","0.602","0.602","0.602"
"36","0.724","0.724","0.724","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.684","0.684","0.684","0.61","0.61","0.61"
"37","0.756","0.756","0.756","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.658","0.658","0.658","0.584","0.584","0.584"
"38","0.712","0.712","0.712","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.67","0.67","0.67","0.582","0.582","0.582"
"39","0.742","0.742","0.742","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.68","0.68","0.68","0.594","0.594","0.594"
"40","0.734","0.734","0.734","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.67","0.67","0.67","0.63","0.63","0.63"
"41","0.752","0.752","0.752","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.68","0.68","0.68","0.61","0.61","0.61"
"42","0.764","0.764","0.764","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.698","0.698","0.698","0.624","0.624","0.624"
"43","0.748","0.748","0.748","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.708","0.708","0.708","0.61","0.61","0.61"
"44","0.742","0.742","0.742","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.7","0.7","0.7","0.616","0.616","0.616"
"45","0.732","0.732","0.732","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.668","0.668","0.668","0.618","0.618","0.618"
"46","0.756","0.756","0.756","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.688","0.688","0.688","0.636","0.636","0.636"
"47","0.746","0.746","0.746","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.708","0.708","0.708","0.616","0.616","0.616"
"48","0.756","0.756","0.756","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.672","0.672","0.672","0.644","0.644","0.644"
"49","0.748","0.748","0.748","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.68","0.68","0.68","0.646","0.646","0.646"
"50","0.73","0.73","0.73","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.724","0.724","0.724","0.61","0.61","0.61"
"51","0.732","0.732","0.732","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.704","0.704","0.704","0.616","0.616","0.616"
"52","0.73","0.73","0.73","0.755359394703657","0.755359394703657","0.755359394703657","0.672","0.672","0.672","0.626","0.626","0.626"
"53","0.754","0.754","0.754","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.684","0.684","0.684","0.622","0.622","0.622"
"54","0.74","0.74","0.74","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.674","0.674","0.674","0.636","0.636","0.636"
"55","0.752","0.752","0.752","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.68","0.68","0.68","0.636","0.636","0.636"
"56","0.764","0.764","0.764","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.678","0.678","0.678","0.65","0.65","0.65"
"57","0.75","0.75","0.75","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.68","0.68","0.68","0.64","0.64","0.64"
"58","0.756","0.756","0.756","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.678","0.678","0.678","0.632","0.632","0.632"
"59","0.758","0.758","0.758","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.704","0.704","0.704","0.62","0.62","0.62"
"60","0.748","0.748","0.748","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.71","0.71","0.71","0.632","0.632","0.632"
"61","0.74","0.74","0.74","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.714","0.714","0.714","0.648","0.648","0.648"
"62","0.734","0.734","0.734","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.714","0.714","0.714","0.62","0.62","0.62"
"63","0.762","0.762","0.762","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.698","0.698","0.698","0.648","0.648","0.648"
"64","0.748","0.748","0.748","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.678","0.678","0.678","0.628","0.628","0.628"
"65","0.74","0.74","0.74","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.696","0.696","0.696","0.63","0.63","0.63"
"66","0.752","0.752","0.752","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.714","0.714","0.714","0.634","0.634","0.634"
"67","0.77","0.77","0.77","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.71","0.71","0.71","0.642","0.642","0.642"
"68","0.762","0.762","0.762","0.755359394703657","0.755359394703657","0.755359394703657","0.716","0.716","0.716","0.652","0.652","0.652"
"69","0.77","0.77","0.77","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.708","0.708","0.708","0.648","0.648","0.648"
"70","0.776","0.776","0.776","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.738","0.738","0.738","0.646","0.646","0.646"
"71","0.768","0.768","0.768","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.7","0.7","0.7","0.658","0.658","0.658"
"72","0.768","0.768","0.768","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.716","0.716","0.716","0.656","0.656","0.656"
"73","0.738","0.738","0.738","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.71","0.71","0.71","0.638","0.638","0.638"
"74","0.746","0.746","0.746","0.755359394703657","0.755359394703657","0.755359394703657","0.7","0.7","0.7","0.66","0.66","0.66"
"75","0.77","0.77","0.77","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.71","0.71","0.71","0.656","0.656","0.656"
"76","0.758","0.758","0.758","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.71","0.71","0.71","0.66","0.66","0.66"
"77","0.752","0.752","0.752","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.708","0.708","0.708","0.644","0.644","0.644"
"78","0.758","0.758","0.758","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.686","0.686","0.686","0.668","0.668","0.668"
"79","0.752","0.752","0.752","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.712","0.712","0.712","0.664","0.664","0.664"
"80","0.766","0.766","0.766","0.755359394703657","0.755359394703657","0.755359394703657","0.726","0.726","0.726","0.67","0.67","0.67"
"81","0.772","0.772","0.772","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.71","0.71","0.71","0.676","0.676","0.676"
"82","0.762","0.762","0.762","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.73","0.73","0.73","0.654","0.654","0.654"
"83","0.2","0.2","0.2","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.702","0.702","0.702","0.674","0.674","0.674"
"84","0.734","0.734","0.734","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.716","0.716","0.716","0.666","0.666","0.666"
"85","0.744","0.744","0.744","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.712","0.712","0.712","0.65","0.65","0.65"
"86","0.744","0.744","0.744","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.718","0.718","0.718","0.65","0.65","0.65"
"87","0.764","0.764","0.764","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.716","0.716","0.716","0.67","0.67","0.67"
"88","0.778","0.778","0.778","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.706","0.706","0.706","0.698","0.698","0.698"
"89","0.756","0.756","0.756","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.704","0.704","0.704","0.682","0.682","0.682"
"90","0.78","0.78","0.78","0.755359394703657","0.755359394703657","0.755359394703657","0.716","0.716","0.716","0.672","0.672","0.672"
"91","0.76","0.76","0.76","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.684","0.684","0.684","0.674","0.674","0.674"
"92","0.75","0.75","0.75","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.716","0.716","0.716","0.686","0.686","0.686"
"93","0.76","0.76","0.76","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.728","0.728","0.728","0.69","0.69","0.69"
"94","0.764","0.764","0.764","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.714","0.714","0.714","0.706","0.706","0.706"
"95","0.74","0.74","0.74","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.708","0.708","0.708","0.668","0.668","0.668"
"96","0.77","0.77","0.77","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.724","0.724","0.724","0.67","0.67","0.67"
"97","0.764","0.764","0.764","0.755359394703657","0.755359394703657","0.755359394703657","0.706","0.706","0.706","0.666","0.666","0.666"
"98","0.774","0.774","0.774","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.702","0.702","0.702","0.676","0.676","0.676"
"99","0.764","0.764","0.764","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.706","0.706","0.706","0.658","0.658","0.658"
"100","0.778","0.778","0.778","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.702","0.702","0.702","0.654","0.654","0.654"
"101","0.754","0.754","0.754","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.708","0.708","0.708","0.682","0.682","0.682"
"102","0.776","0.776","0.776","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.69","0.69","0.69","0.698","0.698","0.698"
"103","0.748","0.748","0.748","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.706","0.706","0.706","0.692","0.692","0.692"
"104","0.756","0.756","0.756","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.716","0.716","0.716","0.686","0.686","0.686"
"105","0.756","0.756","0.756","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.706","0.706","0.706","0.682","0.682","0.682"
"106","0.722","0.722","0.722","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.708","0.708","0.708","0.662","0.662","0.662"
"107","0.77","0.77","0.77","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.706","0.706","0.706","0.682","0.682","0.682"
"108","0.762","0.762","0.762","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.716","0.716","0.716","0.692","0.692","0.692"
"109","0.774","0.774","0.774","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.718","0.718","0.718","0.7","0.7","0.7"
"110","0.76","0.76","0.76","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.7","0.7","0.7","0.684","0.684","0.684"
"111","0.764","0.764","0.764","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.708","0.708","0.708","0.666","0.666","0.666"
"112","0.76","0.76","0.76","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.714","0.714","0.714","0.7","0.7","0.7"
"113","0.77","0.77","0.77","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.708","0.708","0.708","0.688","0.688","0.688"
"114","0.746","0.746","0.746","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.716","0.716","0.716","0.698","0.698","0.698"
"115","0.784","0.784","0.784","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.744","0.744","0.744","0.678","0.678","0.678"
"116","0.728","0.728","0.728","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.74","0.74","0.74","0.672","0.672","0.672"
"117","0.722","0.722","0.722","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.74","0.74","0.74","0.676","0.676","0.676"
"118","0.736","0.736","0.736","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.716","0.716","0.716","0.69","0.69","0.69"
"119","0.736","0.736","0.736","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.734","0.734","0.734","0.69","0.69","0.69"
"120","0.748","0.748","0.748","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.694","0.694","0.694","0.674","0.674","0.674"
"121","0.75","0.75","0.75","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.734","0.734","0.734","0.702","0.702","0.702"
"122","0.772","0.772","0.772","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.734","0.734","0.734","0.692","0.692","0.692"
"123","0.77","0.77","0.77","0.7931904161412359","0.7931904161412359","0.7931904161412359","0.728","0.728","0.728","0.688","0.688","0.688"
"124","0.768","0.768","0.768","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.712","0.712","0.712","0.684","0.684","0.684"
"125","0.774","0.774","0.774","0.776796973518285","0.776796973518285","0.776796973518285","0.716","0.716","0.716","0.698","0.698","0.698"
"126","0.766","0.766","0.766","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.718","0.718","0.718","0.688","0.688","0.688"
"127","0.794","0.794","0.794","0.7881462799495587","0.7881462799495587","0.7881462799495587","0.714","0.714","0.714","0.672","0.672","0.672"
"128","0.784","0.784","0.784","0.7906683480453972","0.7906683480453972","0.7906683480453972","0.73","0.73","0.73","0.694","0.694","0.694"
"129","0.762","0.762","0.762","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.734","0.734","0.734","0.672","0.672","0.672"
"130","0.766","0.766","0.766","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.71","0.71","0.71","0.684","0.684","0.684"
"131","0.758","0.758","0.758","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.706","0.706","0.706","0.696","0.696","0.696"
"132","0.788","0.788","0.788","0.7868852459016393","0.7868852459016393","0.7868852459016393","0.714","0.714","0.714","0.676","0.676","0.676"
"133","0.784","0.784","0.784","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.712","0.712","0.712","0.69","0.69","0.69"
"134","0.764","0.764","0.764","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.728","0.728","0.728","0.69","0.69","0.69"
"135","0.758","0.758","0.758","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.726","0.726","0.726","0.692","0.692","0.692"
"136","0.76","0.76","0.76","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.71","0.71","0.71","0.674","0.674","0.674"
"137","0.77","0.77","0.77","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.716","0.716","0.716","0.678","0.678","0.678"
"138","0.774","0.774","0.774","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.706","0.706","0.706","0.682","0.682","0.682"
"139","0.764","0.764","0.764","0.7503152585119798","0.7503152585119798","0.7503152585119798","0.738","0.738","0.738","0.672","0.672","0.672"
"140","0.784","0.784","0.784","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.712","0.712","0.712","0.684","0.684","0.684"
"141","0.78","0.78","0.78","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.73","0.73","0.73","0.702","0.702","0.702"
"142","0.764","0.764","0.764","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.736","0.736","0.736","0.686","0.686","0.686"
"143","0.76","0.76","0.76","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.714","0.714","0.714","0.686","0.686","0.686"
"144","0.762","0.762","0.762","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.708","0.708","0.708","0.69","0.69","0.69"
"145","0.76","0.76","0.76","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.716","0.716","0.716","0.674","0.674","0.674"
"146","0.764","0.764","0.764","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.716","0.716","0.716","0.7","0.7","0.7"
"147","0.74","0.74","0.74","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.738","0.738","0.738","0.696","0.696","0.696"
"148","0.768","0.768","0.768","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.728","0.728","0.728","0.674","0.674","0.674"
"149","0.762","0.762","0.762","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.724","0.724","0.724","0.692","0.692","0.692"
"150","0.77","0.77","0.77","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.722","0.722","0.722","0.694","0.694","0.694"
"151","0.772","0.772","0.772","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.728","0.728","0.728","0.664","0.664","0.664"
"152","0.772","0.772","0.772","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.724","0.724","0.724","0.67","0.67","0.67"
"153","0.764","0.764","0.764","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.722","0.722","0.722","0.704","0.704","0.704"
"154","0.754","0.754","0.754","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.71","0.71","0.71","0.69","0.69","0.69"
"155","0.756","0.756","0.756","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.74","0.74","0.74","0.702","0.702","0.702"
"156","0.762","0.762","0.762","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.736","0.736","0.736","0.688","0.688","0.688"
"157","0.744","0.744","0.744","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.734","0.734","0.734","0.702","0.702","0.702"
"158","0.764","0.764","0.764","0.776796973518285","0.776796973518285","0.776796973518285","0.716","0.716","0.716","0.7","0.7","0.7"
"159","0.78","0.78","0.78","0.776796973518285","0.776796973518285","0.776796973518285","0.722","0.722","0.722","0.708","0.708","0.708"
"160","0.758","0.758","0.758","0.7894073139974779","0.7894073139974779","0.7894073139974779","0.71","0.71","0.71","0.692","0.692","0.692"
"161","0.776","0.776","0.776","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.73","0.73","0.73","0.68","0.68","0.68"
"162","0.77","0.77","0.77","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.698","0.698","0.698","0.69","0.69","0.69"
"163","0.774","0.774","0.774","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.748","0.748","0.748","0.696","0.696","0.696"
"164","0.786","0.786","0.786","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.72","0.72","0.72","0.702","0.702","0.702"
"165","0.744","0.744","0.744","0.755359394703657","0.755359394703657","0.755359394703657","0.716","0.716","0.716","0.684","0.684","0.684"
"166","0.752","0.752","0.752","0.776796973518285","0.776796973518285","0.776796973518285","0.698","0.698","0.698","0.674","0.674","0.674"
"167","0.772","0.772","0.772","0.7843631778058008","0.7843631778058008","0.7843631778058008","0.718","0.718","0.718","0.702","0.702","0.702"
"168","0.754","0.754","0.754","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.718","0.718","0.718","0.712","0.712","0.712"
"169","0.774","0.774","0.774","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.724","0.724","0.724","0.686","0.686","0.686"
"170","0.784","0.784","0.784","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.726","0.726","0.726","0.69","0.69","0.69"
"171","0.772","0.772","0.772","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.73","0.73","0.73","0.668","0.668","0.668"
"172","0.754","0.754","0.754","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.734","0.734","0.734","0.706","0.706","0.706"
"173","0.756","0.756","0.756","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.736","0.736","0.736","0.706","0.706","0.706"
"174","0.762","0.762","0.762","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.728","0.728","0.728","0.698","0.698","0.698"
"175","0.772","0.772","0.772","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.73","0.73","0.73","0.724","0.724","0.724"
"176","0.762","0.762","0.762","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.734","0.734","0.734","0.69","0.69","0.69"
"177","0.754","0.754","0.754","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.734","0.734","0.734","0.714","0.714","0.714"
"178","0.772","0.772","0.772","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.73","0.73","0.73","0.704","0.704","0.704"
"179","0.776","0.776","0.776","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.72","0.72","0.72","0.7","0.7","0.7"
"180","0.764","0.764","0.764","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.716","0.716","0.716","0.7","0.7","0.7"
"181","0.772","0.772","0.772","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.732","0.732","0.732","0.704","0.704","0.704"
"182","0.76","0.76","0.76","0.78562421185372","0.78562421185372","0.78562421185372","0.732","0.732","0.732","0.69","0.69","0.69"
"183","0.796","0.796","0.796","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.71","0.71","0.71","0.692","0.692","0.692"
"184","0.766","0.766","0.766","0.776796973518285","0.776796973518285","0.776796973518285","0.724","0.724","0.724","0.67","0.67","0.67"
"185","0.758","0.758","0.758","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.722","0.722","0.722","0.696","0.696","0.696"
"186","0.768","0.768","0.768","0.7944514501891551","0.7944514501891551","0.7944514501891551","0.728","0.728","0.728","0.688","0.688","0.688"
"187","0.772","0.772","0.772","0.7868852459016393","0.7868852459016393","0.7868852459016393","0.722","0.722","0.722","0.682","0.682","0.682"
"188","0.802","0.802","0.802","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.724","0.724","0.724","0.684","0.684","0.684"
"189","0.76","0.76","0.76","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.734","0.734","0.734","0.7","0.7","0.7"
"190","0.772","0.772","0.772","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.738","0.738","0.738","0.7","0.7","0.7"
"191","0.758","0.758","0.758","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.744","0.744","0.744","0.69","0.69","0.69"
"192","0.77","0.77","0.77","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.714","0.714","0.714","0.698","0.698","0.698"
"193","0.758","0.758","0.758","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.726","0.726","0.726","0.682","0.682","0.682"
"194","0.792","0.792","0.792","0.776796973518285","0.776796973518285","0.776796973518285","0.728","0.728","0.728","0.672","0.672","0.672"
"195","0.772","0.772","0.772","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.72","0.72","0.72","0.68","0.68","0.68"
"196","0.778","0.778","0.778","0.776796973518285","0.776796973518285","0.776796973518285","0.732","0.732","0.732","0.682","0.682","0.682"
"197","0.756","0.756","0.756","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.742","0.742","0.742","0.72","0.72","0.72"
"198","0.76","0.76","0.76","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.714","0.714","0.714","0.678","0.678","0.678"
"199","0.76","0.76","0.76","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.752","0.752","0.752","0.692","0.692","0.692"
"200","0.78","0.78","0.78","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.76","0.76","0.76","0.674","0.674","0.674"
"201","0.762","0.762","0.762","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.722","0.722","0.722","0.718","0.718","0.718"
"202","0.784","0.784","0.784","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.724","0.724","0.724","0.678","0.678","0.678"
