"Step","MIFL - test_acc1","MIFL - test_acc1__MIN","MIFL - test_acc1__MAX","Missing-modal FedAvg - test_acc1","Missing-modal FedAvg - test_acc1__MIN","Missing-modal FedAvg - test_acc1__MAX","FedMSplit - test_acc1","FedMSplit - test_acc1__MIN","FedMSplit - test_acc1__MAX","FedAvg - test_acc1","FedAvg - test_acc1__MIN","FedAvg - test_acc1__MAX"
"21","0.434","0.434","0.434","0.7225725094577553","0.7225725094577553","0.7225725094577553","0.456","0.456","0.456","0.25","0.25","0.25"
"22","0.5","0.5","0.5","0.7137452711223203","0.7137452711223203","0.7137452711223203","0.468","0.468","0.468","0.236","0.236","0.236"
"23","0.554","0.554","0.554","0.7326607818411097","0.7326607818411097","0.7326607818411097","0.46","0.46","0.46","0.228","0.228","0.228"
"24","0.54","0.54","0.54","0.7288776796973518","0.7288776796973518","0.7288776796973518","0.452","0.452","0.452","0.228","0.228","0.228"
"25","0.572","0.572","0.572","0.7200504413619168","0.7200504413619168","0.7200504413619168","0.44","0.44","0.44","0.25","0.25","0.25"
"26","0.598","0.598","0.598","0.7377049180327869","0.7377049180327869","0.7377049180327869","0.388","0.388","0.388","0.234","0.234","0.234"
"27","0.51","0.51","0.51","0.7414880201765448","0.7414880201765448","0.7414880201765448","0.442","0.442","0.442","0.216","0.216","0.216"
"28","0.606","0.606","0.606","0.7351828499369483","0.7351828499369483","0.7351828499369483","0.432","0.432","0.432","0.21","0.21","0.21"
"29","0.586","0.586","0.586","0.7313997477931904","0.7313997477931904","0.7313997477931904","0.456","0.456","0.456","0.242","0.242","0.242"
"30","0.562","0.562","0.562","0.7364438839848676","0.7364438839848676","0.7364438839848676","0.468","0.468","0.468","0.268","0.268","0.268"
"31","0.6","0.6","0.6","0.7351828499369483","0.7351828499369483","0.7351828499369483","0.46","0.46","0.46","0.264","0.264","0.264"
"32","0.536","0.536","0.536","0.7440100882723834","0.7440100882723834","0.7440100882723834","0.438","0.438","0.438","0.232","0.232","0.232"
"33","0.564","0.564","0.564","0.7200504413619168","0.7200504413619168","0.7200504413619168","0.444","0.444","0.444","0.248","0.248","0.248"
"34","0.586","0.586","0.586","0.725094577553594","0.725094577553594","0.725094577553594","0.454","0.454","0.454","0.228","0.228","0.228"
"35","0.648","0.648","0.648","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.408","0.408","0.408","0.262","0.262","0.262"
"36","0.67","0.67","0.67","0.7477931904161412","0.7477931904161412","0.7477931904161412","0.444","0.444","0.444","0.254","0.254","0.254"
"37","0.636","0.636","0.636","0.7440100882723834","0.7440100882723834","0.7440100882723834","0.466","0.466","0.466","0.254","0.254","0.254"
"38","0.628","0.628","0.628","0.7313997477931904","0.7313997477931904","0.7313997477931904","0.45","0.45","0.45","0.214","0.214","0.214"
"39","0.67","0.67","0.67","0.7490542244640606","0.7490542244640606","0.7490542244640606","0.416","0.416","0.416","0.224","0.224","0.224"
"40","0.62","0.62","0.62","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.484","0.484","0.484","0.258","0.258","0.258"
"41","0.628","0.628","0.628","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.47","0.47","0.47","0.264","0.264","0.264"
"42","0.68","0.68","0.68","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.466","0.466","0.466","0.26","0.26","0.26"
"43","0.632","0.632","0.632","0.7452711223203027","0.7452711223203027","0.7452711223203027","0.428","0.428","0.428","0.262","0.262","0.262"
"44","0.67","0.67","0.67","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.426","0.426","0.426","0.256","0.256","0.256"
"45","0.656","0.656","0.656","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.454","0.454","0.454","0.24","0.24","0.24"
"46","0.678","0.678","0.678","0.755359394703657","0.755359394703657","0.755359394703657","0.426","0.426","0.426","0.236","0.236","0.236"
"47","0.698","0.698","0.698","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.434","0.434","0.434","0.254","0.254","0.254"
"48","0.676","0.676","0.676","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.426","0.426","0.426","0.25","0.25","0.25"
"49","0.454","0.454","0.454","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.39","0.39","0.39","0.254","0.254","0.254"
"50","0.618","0.618","0.618","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.44","0.44","0.44","0.25","0.25","0.25"
"51","0.646","0.646","0.646","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.448","0.448","0.448","0.256","0.256","0.256"
"52","0.708","0.708","0.708","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.44","0.44","0.44","0.286","0.286","0.286"
"53","0.688","0.688","0.688","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.446","0.446","0.446","0.25","0.25","0.25"
"54","0.676","0.676","0.676","0.742749054224464","0.742749054224464","0.742749054224464","0.436","0.436","0.436","0.242","0.242","0.242"
"55","0.702","0.702","0.702","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.468","0.468","0.468","0.252","0.252","0.252"
"56","0.552","0.552","0.552","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.418","0.418","0.418","0.25","0.25","0.25"
"57","0.7","0.7","0.7","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.426","0.426","0.426","0.224","0.224","0.224"
"58","0.7","0.7","0.7","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.444","0.444","0.444","0.222","0.222","0.222"
"59","0.682","0.682","0.682","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.428","0.428","0.428","0.246","0.246","0.246"
"60","0.684","0.684","0.684","0.7402269861286255","0.7402269861286255","0.7402269861286255","0.442","0.442","0.442","0.234","0.234","0.234"
"61","0.604","0.604","0.604","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.45","0.45","0.45","0.25","0.25","0.25"
"62","0.672","0.672","0.672","0.755359394703657","0.755359394703657","0.755359394703657","0.454","0.454","0.454","0.266","0.266","0.266"
"63","0.634","0.634","0.634","0.755359394703657","0.755359394703657","0.755359394703657","0.45","0.45","0.45","0.258","0.258","0.258"
"64","0.686","0.686","0.686","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.438","0.438","0.438","0.268","0.268","0.268"
"65","0.712","0.712","0.712","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.478","0.478","0.478","0.274","0.274","0.274"
"66","0.69","0.69","0.69","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.45","0.45","0.45","0.266","0.266","0.266"
"67","0.702","0.702","0.702","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.434","0.434","0.434","0.288","0.288","0.288"
"68","0.702","0.702","0.702","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.46","0.46","0.46","0.27","0.27","0.27"
"69","0.7","0.7","0.7","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.44","0.44","0.44","0.27","0.27","0.27"
"70","0.694","0.694","0.694","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.466","0.466","0.466","0.26","0.26","0.26"
"71","0.704","0.704","0.704","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.46","0.46","0.46","0.264","0.264","0.264"
"72","0.688","0.688","0.688","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.45","0.45","0.45","0.284","0.284","0.284"
"73","0.706","0.706","0.706","0.776796973518285","0.776796973518285","0.776796973518285","0.468","0.468","0.468","0.278","0.278","0.278"
"74","0.694","0.694","0.694","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.448","0.448","0.448","0.28","0.28","0.28"
"75","0.722","0.722","0.722","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.452","0.452","0.452","0.272","0.272","0.272"
"76","0.718","0.718","0.718","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.434","0.434","0.434","0.304","0.304","0.304"
"77","0.718","0.718","0.718","0.7465321563682219","0.7465321563682219","0.7465321563682219","0.452","0.452","0.452","0.286","0.286","0.286"
"78","0.692","0.692","0.692","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.438","0.438","0.438","0.258","0.258","0.258"
"79","0.706","0.706","0.706","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.47","0.47","0.47","0.26","0.26","0.26"
"80","0.69","0.69","0.69","0.7528373266078184","0.7528373266078184","0.7528373266078184","0.456","0.456","0.456","0.274","0.274","0.274"
"81","0.722","0.722","0.722","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.416","0.416","0.416","0.254","0.254","0.254"
"82","0.71","0.71","0.71","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.448","0.448","0.448","0.274","0.274","0.274"
"83","0.2","0.2","0.2","0.7515762925598991","0.7515762925598991","0.7515762925598991","0.472","0.472","0.472","0.266","0.266","0.266"
"84","0.678","0.678","0.678","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.474","0.474","0.474","0.266","0.266","0.266"
"85","0.644","0.644","0.644","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.454","0.454","0.454","0.258","0.258","0.258"
"86","0.662","0.662","0.662","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.464","0.464","0.464","0.264","0.264","0.264"
"87","0.676","0.676","0.676","0.776796973518285","0.776796973518285","0.776796973518285","0.474","0.474","0.474","0.28","0.28","0.28"
"88","0.674","0.674","0.674","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.46","0.46","0.46","0.284","0.284","0.284"
"89","0.696","0.696","0.696","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.466","0.466","0.466","0.286","0.286","0.286"
"90","0.69","0.69","0.69","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.466","0.466","0.466","0.28","0.28","0.28"
"91","0.67","0.67","0.67","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.468","0.468","0.468","0.268","0.268","0.268"
"92","0.736","0.736","0.736","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.468","0.468","0.468","0.298","0.298","0.298"
"93","0.692","0.692","0.692","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.442","0.442","0.442","0.298","0.298","0.298"
"94","0.676","0.676","0.676","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.45","0.45","0.45","0.294","0.294","0.294"
"95","0.704","0.704","0.704","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.43","0.43","0.43","0.262","0.262","0.262"
"96","0.7","0.7","0.7","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.484","0.484","0.484","0.26","0.26","0.26"
"97","0.698","0.698","0.698","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.442","0.442","0.442","0.286","0.286","0.286"
"98","0.694","0.694","0.694","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.45","0.45","0.45","0.292","0.292","0.292"
"99","0.708","0.708","0.708","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.454","0.454","0.454","0.286","0.286","0.286"
"100","0.706","0.706","0.706","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.45","0.45","0.45","0.266","0.266","0.266"
"101","0.696","0.696","0.696","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.474","0.474","0.474","0.276","0.276","0.276"
"102","0.724","0.724","0.724","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.468","0.468","0.468","0.284","0.284","0.284"
"103","0.73","0.73","0.73","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.468","0.468","0.468","0.272","0.272","0.272"
"104","0.686","0.686","0.686","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.432","0.432","0.432","0.288","0.288","0.288"
"105","0.72","0.72","0.72","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.458","0.458","0.458","0.274","0.274","0.274"
"106","0.66","0.66","0.66","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.458","0.458","0.458","0.28","0.28","0.28"
"107","0.686","0.686","0.686","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.454","0.454","0.454","0.254","0.254","0.254"
"108","0.71","0.71","0.71","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.484","0.484","0.484","0.298","0.298","0.298"
"109","0.702","0.702","0.702","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.472","0.472","0.472","0.254","0.254","0.254"
"110","0.736","0.736","0.736","0.776796973518285","0.776796973518285","0.776796973518285","0.48","0.48","0.48","0.292","0.292","0.292"
"111","0.72","0.72","0.72","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.486","0.486","0.486","0.278","0.278","0.278"
"112","0.712","0.712","0.712","0.78562421185372","0.78562421185372","0.78562421185372","0.464","0.464","0.464","0.286","0.286","0.286"
"113","0.738","0.738","0.738","0.776796973518285","0.776796973518285","0.776796973518285","0.468","0.468","0.468","0.278","0.278","0.278"
"114","0.724","0.724","0.724","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.444","0.444","0.444","0.286","0.286","0.286"
"115","0.726","0.726","0.726","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.496","0.496","0.496","0.28","0.28","0.28"
"116","0.686","0.686","0.686","0.776796973518285","0.776796973518285","0.776796973518285","0.492","0.492","0.492","0.294","0.294","0.294"
"117","0.72","0.72","0.72","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.47","0.47","0.47","0.276","0.276","0.276"
"118","0.696","0.696","0.696","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.48","0.48","0.48","0.26","0.26","0.26"
"119","0.704","0.704","0.704","0.78562421185372","0.78562421185372","0.78562421185372","0.478","0.478","0.478","0.26","0.26","0.26"
"120","0.714","0.714","0.714","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.478","0.478","0.478","0.288","0.288","0.288"
"121","0.728","0.728","0.728","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.462","0.462","0.462","0.286","0.286","0.286"
"122","0.7","0.7","0.7","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.456","0.456","0.456","0.262","0.262","0.262"
"123","0.726","0.726","0.726","0.776796973518285","0.776796973518285","0.776796973518285","0.476","0.476","0.476","0.29","0.29","0.29"
"124","0.738","0.738","0.738","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.5","0.5","0.5","0.25","0.25","0.25"
"125","0.706","0.706","0.706","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.486","0.486","0.486","0.292","0.292","0.292"
"126","0.712","0.712","0.712","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.468","0.468","0.468","0.29","0.29","0.29"
"127","0.73","0.73","0.73","0.776796973518285","0.776796973518285","0.776796973518285","0.452","0.452","0.452","0.294","0.294","0.294"
"128","0.726","0.726","0.726","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.478","0.478","0.478","0.27","0.27","0.27"
"129","0.72","0.72","0.72","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.47","0.47","0.47","0.284","0.284","0.284"
"130","0.728","0.728","0.728","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.484","0.484","0.484","0.29","0.29","0.29"
"131","0.732","0.732","0.732","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.46","0.46","0.46","0.3","0.3","0.3"
"132","0.726","0.726","0.726","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.468","0.468","0.468","0.266","0.266","0.266"
"133","0.73","0.73","0.73","0.776796973518285","0.776796973518285","0.776796973518285","0.476","0.476","0.476","0.294","0.294","0.294"
"134","0.7","0.7","0.7","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.468","0.468","0.468","0.278","0.278","0.278"
"135","0.726","0.726","0.726","0.7818411097099621","0.7818411097099621","0.7818411097099621","0.466","0.466","0.466","0.298","0.298","0.298"
"136","0.728","0.728","0.728","0.776796973518285","0.776796973518285","0.776796973518285","0.482","0.482","0.482","0.286","0.286","0.286"
"137","0.75","0.75","0.75","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.48","0.48","0.48","0.296","0.296","0.296"
"138","0.706","0.706","0.706","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.474","0.474","0.474","0.304","0.304","0.304"
"139","0.72","0.72","0.72","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.476","0.476","0.476","0.28","0.28","0.28"
"140","0.714","0.714","0.714","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.47","0.47","0.47","0.302","0.302","0.302"
"141","0.726","0.726","0.726","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.454","0.454","0.454","0.294","0.294","0.294"
"142","0.736","0.736","0.736","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.464","0.464","0.464","0.28","0.28","0.28"
"143","0.73","0.73","0.73","0.776796973518285","0.776796973518285","0.776796973518285","0.424","0.424","0.424","0.278","0.278","0.278"
"144","0.716","0.716","0.716","0.78562421185372","0.78562421185372","0.78562421185372","0.446","0.446","0.446","0.26","0.26","0.26"
"145","0.742","0.742","0.742","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.496","0.496","0.496","0.272","0.272","0.272"
"146","0.746","0.746","0.746","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.474","0.474","0.474","0.272","0.272","0.272"
"147","0.728","0.728","0.728","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.472","0.472","0.472","0.26","0.26","0.26"
"148","0.724","0.724","0.724","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.488","0.488","0.488","0.286","0.286","0.286"
"149","0.744","0.744","0.744","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.506","0.506","0.506","0.314","0.314","0.314"
"150","0.728","0.728","0.728","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.48","0.48","0.48","0.308","0.308","0.308"
"151","0.72","0.72","0.72","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.448","0.448","0.448","0.304","0.304","0.304"
"152","0.736","0.736","0.736","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.46","0.46","0.46","0.292","0.292","0.292"
"153","0.728","0.728","0.728","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.454","0.454","0.454","0.282","0.282","0.282"
"154","0.73","0.73","0.73","0.7692307692307693","0.7692307692307693","0.7692307692307693","0.446","0.446","0.446","0.3","0.3","0.3"
"155","0.734","0.734","0.734","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.476","0.476","0.476","0.292","0.292","0.292"
"156","0.738","0.738","0.738","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.458","0.458","0.458","0.276","0.276","0.276"
"157","0.734","0.734","0.734","0.7604035308953342","0.7604035308953342","0.7604035308953342","0.48","0.48","0.48","0.29","0.29","0.29"
"158","0.722","0.722","0.722","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.468","0.468","0.468","0.316","0.316","0.316"
"159","0.718","0.718","0.718","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.434","0.434","0.434","0.302","0.302","0.302"
"160","0.722","0.722","0.722","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.44","0.44","0.44","0.282","0.282","0.282"
"161","0.722","0.722","0.722","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.462","0.462","0.462","0.284","0.284","0.284"
"162","0.73","0.73","0.73","0.776796973518285","0.776796973518285","0.776796973518285","0.46","0.46","0.46","0.292","0.292","0.292"
"163","0.736","0.736","0.736","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.434","0.434","0.434","0.286","0.286","0.286"
"164","0.72","0.72","0.72","0.7591424968474149","0.7591424968474149","0.7591424968474149","0.446","0.446","0.446","0.292","0.292","0.292"
"165","0.728","0.728","0.728","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.45","0.45","0.45","0.282","0.282","0.282"
"166","0.724","0.724","0.724","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.47","0.47","0.47","0.29","0.29","0.29"
"167","0.718","0.718","0.718","0.776796973518285","0.776796973518285","0.776796973518285","0.456","0.456","0.456","0.3","0.3","0.3"
"168","0.72","0.72","0.72","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.48","0.48","0.48","0.3","0.3","0.3"
"169","0.748","0.748","0.748","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.484","0.484","0.484","0.294","0.294","0.294"
"170","0.734","0.734","0.734","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.462","0.462","0.462","0.31","0.31","0.31"
"171","0.718","0.718","0.718","0.776796973518285","0.776796973518285","0.776796973518285","0.482","0.482","0.482","0.296","0.296","0.296"
"172","0.73","0.73","0.73","0.7742749054224464","0.7742749054224464","0.7742749054224464","0.488","0.488","0.488","0.28","0.28","0.28"
"173","0.722","0.722","0.722","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.474","0.474","0.474","0.274","0.274","0.274"
"174","0.728","0.728","0.728","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.456","0.456","0.456","0.274","0.274","0.274"
"175","0.72","0.72","0.72","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.474","0.474","0.474","0.288","0.288","0.288"
"176","0.73","0.73","0.73","0.7780580075662042","0.7780580075662042","0.7780580075662042","0.478","0.478","0.478","0.306","0.306","0.306"
"177","0.734","0.734","0.734","0.78562421185372","0.78562421185372","0.78562421185372","0.472","0.472","0.472","0.274","0.274","0.274"
"178","0.744","0.744","0.744","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.486","0.486","0.486","0.282","0.282","0.282"
"179","0.728","0.728","0.728","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.464","0.464","0.464","0.292","0.292","0.292"
"180","0.718","0.718","0.718","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.442","0.442","0.442","0.276","0.276","0.276"
"181","0.74","0.74","0.74","0.78562421185372","0.78562421185372","0.78562421185372","0.466","0.466","0.466","0.256","0.256","0.256"
"182","0.724","0.724","0.724","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.502","0.502","0.502","0.294","0.294","0.294"
"183","0.74","0.74","0.74","0.7717528373266078","0.7717528373266078","0.7717528373266078","0.468","0.468","0.468","0.268","0.268","0.268"
"184","0.724","0.724","0.724","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.484","0.484","0.484","0.27","0.27","0.27"
"185","0.72","0.72","0.72","0.7755359394703657","0.7755359394703657","0.7755359394703657","0.484","0.484","0.484","0.268","0.268","0.268"
"186","0.75","0.75","0.75","0.7616645649432535","0.7616645649432535","0.7616645649432535","0.496","0.496","0.496","0.294","0.294","0.294"
"187","0.728","0.728","0.728","0.7919293820933165","0.7919293820933165","0.7919293820933165","0.478","0.478","0.478","0.286","0.286","0.286"
"188","0.73","0.73","0.73","0.7667087011349306","0.7667087011349306","0.7667087011349306","0.504","0.504","0.504","0.286","0.286","0.286"
"189","0.726","0.726","0.726","0.7906683480453972","0.7906683480453972","0.7906683480453972","0.472","0.472","0.472","0.264","0.264","0.264"
"190","0.714","0.714","0.714","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.47","0.47","0.47","0.282","0.282","0.282"
"191","0.714","0.714","0.714","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.5","0.5","0.5","0.262","0.262","0.262"
"192","0.72","0.72","0.72","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.506","0.506","0.506","0.272","0.272","0.272"
"193","0.736","0.736","0.736","0.7566204287515763","0.7566204287515763","0.7566204287515763","0.478","0.478","0.478","0.254","0.254","0.254"
"194","0.72","0.72","0.72","0.7704918032786885","0.7704918032786885","0.7704918032786885","0.506","0.506","0.506","0.3","0.3","0.3"
"195","0.742","0.742","0.742","0.7805800756620429","0.7805800756620429","0.7805800756620429","0.464","0.464","0.464","0.298","0.298","0.298"
"196","0.734","0.734","0.734","0.7641866330390921","0.7641866330390921","0.7641866330390921","0.478","0.478","0.478","0.278","0.278","0.278"
"197","0.728","0.728","0.728","0.7730138713745272","0.7730138713745272","0.7730138713745272","0.478","0.478","0.478","0.304","0.304","0.304"
"198","0.722","0.722","0.722","0.7578814627994955","0.7578814627994955","0.7578814627994955","0.48","0.48","0.48","0.292","0.292","0.292"
"199","0.74","0.74","0.74","0.7793190416141236","0.7793190416141236","0.7793190416141236","0.486","0.486","0.486","0.308","0.308","0.308"
"200","0.732","0.732","0.732","0.7629255989911727","0.7629255989911727","0.7629255989911727","0.51","0.51","0.51","0.284","0.284","0.284"
"201","0.712","0.712","0.712","0.7654476670870114","0.7654476670870114","0.7654476670870114","0.476","0.476","0.476","0.316","0.316","0.316"
"202","0.752","0.752","0.752","0.7831021437578815","0.7831021437578815","0.7831021437578815","0.482","0.482","0.482","0.308","0.308","0.308"
"203","0.738","0.738","0.738","0.7679697351828499","0.7679697351828499","0.7679697351828499","0.484","0.484","0.484","0.302","0.302","0.302"
